"","指数代码","名称","最新价","涨跌额","涨跌幅","振幅","成交量","成交额","昨收","今开","最高","最低","5分钟涨跌"
"449","399642","中小新兴","2166.74","-10.22","-0.47%","2.01","7578938368","146408742912","2176.96","2162.86","2191.38","2147.53","-0.02%"
"450","399656","100绩效","7732.10","-37.43","-0.48%","1.74","9118413824","207292555264","7769.53","7710.77","7809.47","7674.19","-0.07%"
"451","399632","深100EW","6001.48","-30.25","-0.50%","1.78","9118413824","207292555264","6031.73","5981.82","6059.99","5952.43","-0.06%"
"452","399659","深成指EW","4606.91","-23.28","-0.50%","1.77","32033742080","524512096256","4630.19","4608.68","4667.64","4585.84","-0.02%"
"453","399627","中创价值","2272.63","-11.83","-0.52%","1.63","9318532608","121542287360","2284.47","2272.20","2294.93","2257.63","-0.03%"
"454","399370","国证成长","5322.60","-28.35","-0.53%","1.63","17792930048","321951752192","5350.95","5312.72","5374.46","5287.08","-0.04%"
"455","399011","深证1000","6417.32","-35.98","-0.56%","1.68","49607239424","711364317184","6453.30","6415.40","6492.10","6383.65","-0.03%"
"456","399101","中小板综","12665.10","-73.04","-0.57%","1.77","31246674688","398461526016","12738.14","12665.37","12823.94","12599.00","-0.02%"
"457","399982","500等权","7668.56","-43.63","-0.57%","1.68","28873667328","322509787136","7712.19","7680.01","7771.20","7641.73","-0.06%"
"458","399633","深300EW","6502.94","-37.78","-0.58%","1.75","23129636096","405313990656","6540.73","6504.34","6587.49","6473.28","-0.02%"
"459","399002","深成指R","16919.65","-101.20","-0.59%","1.69","21728834048","217580335104","17020.85","16908.69","17118.12","16830.28","-0.03%"
"460","399315","巨潮中盘","4930.56","-29.61","-0.60%","2.06","21208775936","311015198720","4960.17","4929.21","5009.25","4906.94","-0.04%"
"461","399666","中创高贝","1848.18","-11.09","-0.60%","2.41","11634117120","221901914112","1859.26","1851.40","1878.55","1833.69","-0.07%"
"462","399657","300绩效","7992.72","-48.07","-0.60%","1.82","23129636096","405313990656","8040.79","8007.91","8100.57","7953.83","-0.01%"
"463","399001","深证成指","13671.24","-83.50","-0.61%","1.69","69912920064","909318668288","13754.74","13662.38","13831.61","13599.03","-0.03%"
"464","399551","央视创新","9841.40","-60.45","-0.61%","2.40","3898791088","81680703488","9901.85","9846.16","9997.53","9759.73","-0.04%"
"465","399244","公共指数","844.67","-5.28","-0.62%","1.65","767067680","5788429056","849.95","851.91","856.89","842.84","-0.02%"
"466","399017","SME创新","3887.61","-24.42","-0.62%","2.25","4365712640","110176407552","3912.03","3900.04","3943.77","3855.60","0.01%"
"467","399320","国证服务","2051.27","-12.75","-0.62%","1.61","4964478208","35471316480","2064.02","2058.32","2081.70","2048.51","-0.10%"
"468","399654","深证文化","3515.83","-21.89","-0.62%","1.88","4341312256","58367213824","3537.72","3509.82","3557.35","3491.00","-0.05%"
"469","399008","中小300","1713.80","-10.61","-0.62%","1.85","17900480256","275403501568","1724.40","1712.36","1735.49","1703.65","-0.02%"
"470","399662","深证高贝","2445.48","-15.40","-0.63%","2.43","10382123776","198250426368","2460.88","2446.74","2486.03","2426.31","-0.08%"
"471","399623","中小基础","9257.56","-61.20","-0.66%","1.83","22555947520","314716389376","9318.76","9256.98","9376.85","9205.94","-0.03%"
"472","399050","创新引擎","3225.01","-21.82","-0.67%","1.99","3686676960","74664267776","3246.83","3219.88","3261.77","3197.29","-0.02%"
"473","399970","移动互联","4086.06","-27.41","-0.67%","2.42","6912226304","204072599552","4113.46","4079.37","4148.06","4048.52","-0.07%"
"474","399292","民企发展","1378.39","-9.33","-0.67%","1.89","13348827136","118616031232","1387.72","1383.54","1397.09","1370.81","-0.06%"
"475","399811","CSSW电子","4420.01","-30.22","-0.68%","2.55","7148698624","156469379072","4450.23","4402.28","4472.19","4358.79","-0.06%"
"476","399344","深证300R","7107.08","-48.34","-0.68%","1.67","23129636096","405313990656","7155.42","7103.34","7191.84","7072.58","-0.03%"
"477","399407","中盘高贝","3378.68","-23.17","-0.68%","2.49","11295303936","196255887360","3401.85","3378.10","3446.57","3361.84","-0.12%"
"478","399602","中小成长","1525.49","-10.63","-0.69%","1.95","4872213248","91679023104","1536.12","1523.48","1543.57","1513.63","-0.01%"
"479","399007","深证300","5862.64","-40.51","-0.69%","1.67","23129636096","405313990656","5903.15","5859.55","5932.56","5834.18","-0.03%"
"480","399005","中小板指","9149.69","-63.96","-0.69%","2.01","31362224384","398486773760","9213.65","9134.56","9273.35","9088.14","-0.04%"
"481","399333","中小板R","10379.84","-71.91","-0.69%","2.01","7992837632","158745968640","10451.74","10362.67","10520.12","10310.02","-0.04%"
"482","399290","深转交债","149.40","-1.06","-0.70%","1.09","86836787","14447800320","150.46","150.00","150.87","149.23","-0.03%"
"483","399350","皖江30","2164.31","-15.53","-0.71%","1.74","1328355824","19403592192","2179.84","2164.12","2186.30","2148.46","-0.05%"
"484","399307","深证转债","269.25","-1.92","-0.71%","1.12","145878150","27540594176","271.17","270.55","272.02","268.98","-0.03%"
"485","480023","南山50R","3624.14","-26.47","-0.72%","1.79","25244175","52559041792","3650.60","3627.12","3664.32","3599.10","0.00%"
"486","980023","南山50","3268.96","-23.89","-0.73%","1.79","25244175","52559041792","3292.84","3271.65","3305.21","3246.37","0.00%"
"487","399013","深市精选","5929.19","-44.19","-0.74%","1.63","21802661376","375032950784","5973.38","5935.23","6002.14","5904.63","-0.04%"
"488","399281","电子50","4196.69","-31.10","-0.74%","2.43","4461469696","64071272192","4227.79","4185.65","4257.40","4154.48","-0.14%"
"489","399665","中创低波","1928.54","-14.49","-0.75%","1.65","9849006848","151482769408","1943.03","1935.74","1954.93","1922.87","-0.01%"
"490","399239","IT指数","2428.88","-18.31","-0.75%","2.68","7401343232","110236098560","2447.19","2441.75","2477.85","2412.20","-0.04%"
"491","399675","深互联网","4221.59","-32.35","-0.76%","2.76","5160819968","84385665024","4253.94","4242.13","4311.92","4194.64","-0.03%"
"492","399614","深证材料","2864.48","-21.89","-0.76%","1.56","4692169984","60779399680","2886.36","2867.22","2895.06","2850.17","0.00%"
"493","399392","国证新兴","2820.60","-21.83","-0.77%","1.90","9463369728","203530313728","2842.44","2831.71","2856.80","2802.85","-0.05%"
"494","399622","深证公用","1583.67","-12.29","-0.77%","2.07","769275840","3761907440","1595.96","1593.70","1611.99","1578.95","-0.07%"
"495","399651","中小责任","2176.40","-16.95","-0.77%","1.93","1766156128","38406203392","2193.35","2173.32","2205.74","2163.48","-0.05%"
"496","399341","深证责任","2225.65","-17.63","-0.79%","1.56","4961453568","114255650816","2243.28","2228.24","2250.85","2215.87","-0.08%"
"497","399358","国证环保","3752.92","-30.06","-0.79%","1.41","2747980688","42694220800","3782.98","3760.69","3790.48","3737.09","-0.05%"
"498","399004","深证100R","7854.01","-63.01","-0.80%","1.56","9118413824","207292555264","7917.02","7849.46","7934.73","7811.04","-0.05%"
"499","399330","深证100","6060.81","-48.83","-0.80%","1.56","9118413824","207292555264","6109.64","6057.30","6123.10","6027.65","-0.05%"
"500","399318","国证B指","3781.38","-30.34","-0.80%","1.20","107687872","523041264","3811.72","3802.38","3818.78","3773.13","0.05%"
"501","399918","300成长","6397.24","-52.18","-0.81%","1.41","5891170560","193025126400","6449.42","6406.09","6456.33","6365.17","-0.06%"
"502","399297","新浪100","3667.19","-30.21","-0.82%","1.93","2421532832","17742668032","3697.40","3695.32","3732.46","3661.20","-0.05%"
"503","399388","1000信息","5878.04","-49.04","-0.83%","2.58","12051238656","253094830080","5927.08","5878.43","5973.86","5821.07","-0.06%"
"504","399103","乐富指数","7971.04","-66.81","-0.83%","1.48","12681349632","19522691072","8037.85","7989.75","8049.12","7930.03","-0.04%"
"505","399803","工业4.0","4243.80","-35.73","-0.83%","2.61","3052168272","88595369984","4279.53","4256.24","4321.33","4209.71","-0.06%"
"506","399813","中证国安","6765.76","-57.62","-0.84%","2.58","5930531840","149823053824","6823.38","6838.06","6902.53","6726.24","-0.07%"
"507","399294","中小创Q","3731.65","-32.12","-0.85%","1.65","2937563424","74706493440","3763.77","3721.30","3769.17","3707.21","-0.04%"
"508","399904","中证200","5255.79","-45.78","-0.86%","1.82","16052799232","268934438912","5301.57","5266.72","5325.17","5228.90","-0.06%"
"509","399935","中证信息","6628.08","-58.49","-0.87%","2.52","7922988800","153486348288","6686.57","6629.55","6735.18","6566.78","-0.08%"
"510","399422","中关村A","3671.77","-32.22","-0.87%","2.56","9422998528","134799998976","3703.99","3691.64","3751.06","3656.21","-0.04%"
"511","399423","中关村50","3433.47","-31.01","-0.90%","2.84","4520103424","72982224896","3464.48","3451.35","3514.98","3416.71","-0.07%"
"512","399972","300深市","6362.02","-57.62","-0.90%","1.52","10295831296","218674237440","6419.64","6363.26","6429.54","6331.75","-0.06%"
"513","399687","深成信息","3615.85","-33.39","-0.91%","2.60","9968150272","188542758912","3649.24","3619.66","3678.44","3583.55","-0.06%"
"514","399620","深证信息","5451.15","-50.58","-0.92%","2.61","9793296128","187296202752","5501.74","5456.78","5545.37","5401.57","-0.05%"
"515","399412","国证新能","2308.80","-21.46","-0.92%","1.45","4057116928","70744985600","2330.26","2315.60","2334.15","2300.36","-0.08%"
"516","480011","湾区服务R","2641.81","-24.97","-0.94%","1.64","39574654","79032115200","2666.79","2644.67","2676.06","2632.34","0.12%"
"517","980011","湾区服务","2329.99","-22.03","-0.94%","1.64","39574654","79032115200","2352.01","2332.51","2360.20","2321.63","0.12%"
"518","399604","中小价值","1864.07","-17.92","-0.95%","1.59","5223503616","62565725440","1881.99","1870.80","1885.74","1855.84","0.00%"
"519","399645","100低波","10024.50","-95.83","-0.95%","1.50","3666184368","83665367040","10120.34","10042.79","10135.49","9983.69","-0.06%"
"520","980024","南山50(港币)","2938.71","-28.87","-0.97%","1.78","25244175","58123764480","2967.58","2946.98","2974.49","2921.55","0.00%"
"521","480024","南山50R(港币)","3258.00","-31.99","-0.97%","1.78","25244175","58123764480","3289.99","3267.18","3297.67","3238.98","0.00%"
"522","399644","深证时钟","4179.37","-41.21","-0.98%","2.10","5631558656","82895540224","4220.58","4196.89","4247.49","4158.70","-0.11%"
"523","399383","1000工业","2486.11","-24.90","-0.99%","1.80","9980011008","100618764288","2511.01","2504.31","2522.88","2477.61","-0.03%"
"524","399705","深证中游","3225.36","-32.22","-0.99%","2.16","10306236672","185180086272","3257.59","3231.48","3275.42","3205.19","-0.05%"
"525","399668","创业板V","3271.80","-33.31","-1.01%","2.13","4427444736","68610693120","3305.11","3278.03","3317.78","3247.52","-0.12%"
"526","399817","生态100","1128.84","-11.50","-1.01%","1.90","1947387456","14723134720","1140.34","1139.52","1147.74","1126.02","0.00%"
"527","399996","智能家居","3715.74","-38.11","-1.02%","2.44","7490309632","145985388544","3753.85","3737.26","3779.89","3688.41","-0.08%"
"528","399374","中盘成长","5415.32","-56.23","-1.03%","2.25","4021528368","80576000000","5471.55","5435.76","5513.53","5390.42","0.00%"
"529","480009","湾区制造R","4518.83","-47.04","-1.03%","1.72","48067666","95414292480","4565.88","4544.02","4577.43","4498.83","0.02%"
"530","399994","信息安全","2496.01","-26.18","-1.04%","3.06","5087406592","133776740352","2522.19","2510.24","2552.99","2475.84","-0.07%"
"531","980009","湾区制造","4085.85","-43.07","-1.04%","1.72","48067666","95414292480","4128.93","4108.63","4138.84","4067.77","0.02%"
"532","399317","国证A指","5615.34","-59.07","-1.04%","1.68","121080774656","1552884105216","5674.41","5643.21","5689.74","5594.63","-0.06%"
"533","399653","深证龙头","3051.08","-32.08","-1.04%","1.43","5615233536","117071392768","3083.16","3056.43","3082.39","3038.37","-0.07%"
"534","480007","湾区新兴R","4291.18","-45.78","-1.06%","1.58","55316314","123915026432","4336.97","4304.06","4346.65","4278.10","-0.05%"
"535","399663","中小低波","1654.64","-17.71","-1.06%","1.69","5138100480","62989031424","1672.36","1662.48","1678.58","1650.30","-0.02%"
"536","980007","湾区新兴","3850.61","-41.40","-1.06%","1.58","55316314","123915026432","3892.01","3862.16","3900.38","3838.87","-0.05%"
"537","399681","深成材料","987.40","-10.82","-1.08%","1.52","3965397568","45123548416","998.22","991.02","999.77","984.61","-0.01%"
"538","399808","中证新能","2080.41","-22.92","-1.09%","1.59","4064300944","57932040960","2103.33","2087.80","2105.29","2071.92","-0.05%"
"539","399380","国证ETF","1697.47","-18.95","-1.10%","1.69","27746086656","50726102272","1716.42","1706.09","1717.71","1688.65","0.00%"
"540","399672","深红利50","4261.91","-47.89","-1.11%","1.85","1851565072","46228291840","4309.80","4289.44","4326.07","4246.48","-0.02%"
"541","399650","中小治理","3085.64","-34.88","-1.12%","2.02","1329357808","35886281216","3120.52","3097.39","3135.84","3072.84","-0.03%"
"542","399634","中小板EW","4649.64","-52.84","-1.12%","2.11","7992837632","158745968640","4702.49","4667.37","4728.76","4629.69","-0.05%"
"543","399360","新硬件","4885.69","-56.51","-1.14%","2.41","5637593344","94427684864","4942.21","4924.23","4984.80","4865.69","-0.12%"
"544","399658","中小绩效","5651.02","-65.33","-1.14%","2.12","7992837632","158745968640","5716.35","5681.88","5747.10","5625.95","-0.03%"
"545","399379","国证基金","8462.66","-98.80","-1.15%","1.66","32504891648","55920826624","8561.45","8509.04","8562.40","8420.54","0.00%"
"546","399806","环境治理","1543.91","-17.92","-1.15%","1.77","1373078864","10464897536","1561.83","1559.06","1569.49","1541.85","-0.03%"
"547","399438","国证电力","1770.52","-20.80","-1.16%","1.61","1385736032","7362270208","1791.32","1787.91","1799.16","1770.24","-0.18%"
"548","480012","湾区服务R(港币)","2356.98","-28.23","-1.18%","1.71","39574654","87399604224","2385.21","2364.23","2389.91","2349.02","0.13%"
"549","980012","湾区服务(港币)","2078.78","-24.90","-1.18%","1.71","39574654","87399604224","2103.68","2085.17","2107.81","2071.75","0.13%"
"550","399664","中小高贝","1309.95","-16.11","-1.22%","2.34","6685131008","126186176512","1326.06","1318.07","1331.66","1300.58","-0.02%"
"551","399967","中证军工","10310.31","-131.80","-1.26%","2.83","1962515856","37942075904","10442.11","10539.95","10553.05","10257.92","-0.10%"
"552","399637","深证地产","4691.15","-60.50","-1.27%","2.21","1117474816","13061126912","4751.65","4693.13","4751.16","4646.05","0.02%"
"553","399689","深成公用","839.52","-10.79","-1.27%","2.05","418132224","1973798688","850.31","846.60","855.43","838.01","-0.18%"
"554","480010","湾区制造R(港币)","4031.64","-52.14","-1.28%","1.81","48067666","105516724224","4083.78","4062.18","4088.31","4014.55","0.02%"
"555","399279","云科技50","4179.97","-54.18","-1.28%","2.83","2960427344","86598746112","4234.15","4195.96","4270.34","4150.67","-0.03%"
"556","399610","TMT50","7781.09","-100.63","-1.28%","2.49","5310401792","117511299072","7881.72","7797.02","7918.78","7722.48","-0.09%"
"557","980010","湾区制造(港币)","3645.34","-47.63","-1.29%","1.81","48067666","105516724224","3692.96","3672.95","3696.58","3629.90","0.02%"
"558","399696","深证创投","3039.84","-39.95","-1.30%","2.05","5308796416","83369590784","3079.79","3053.45","3086.24","3023.19","-0.05%"
"559","480008","湾区新兴R(港币)","3828.53","-50.51","-1.30%","1.67","55316314","137034907648","3879.04","3847.66","3882.19","3817.59","-0.05%"
"560","399973","中证国防","1633.48","-21.64","-1.31%","2.90","1317810704","28687875072","1655.12","1665.82","1672.86","1624.85","-0.11%"
"561","980008","湾区新兴(港币)","3435.46","-45.61","-1.31%","1.67","55316314","137034907648","3481.07","3452.62","3483.61","3425.64","-0.05%"
"562","399286","区块链50","4176.72","-56.05","-1.32%","2.30","4298944256","59940432896","4232.77","4203.83","4245.03","4147.61","-0.01%"
"563","480003","湾区综指R","3486.29","-46.53","-1.32%","1.57","129393728","251891404800","3532.82","3503.71","3533.17","3477.72","0.02%"
"564","399408","小盘低波","11962.33","-160.55","-1.32%","1.81","6216528896","47579058688","12122.88","12062.13","12152.34","11933.02","-0.04%"
"565","399328","深证治理","12198.85","-165.24","-1.34%","1.67","2078569552","68358174464","12364.08","12290.30","12350.63","12144.68","-0.08%"
"566","399311","国证1000","4811.43","-65.48","-1.34%","1.76","68705894656","987419267072","4876.92","4838.36","4877.75","4791.93","-0.07%"
"567","399377","小盘价值","6303.16","-85.90","-1.34%","1.88","7546391296","61796754432","6389.07","6353.60","6405.17","6284.76","-0.08%"
"568","399312","国证300","5402.27","-73.75","-1.35%","1.70","23960164864","502787649536","5476.02","5431.02","5470.86","5377.52","-0.06%"
"569","399677","深互联EW","4803.71","-68.28","-1.40%","2.61","5160819968","84385665024","4871.99","4857.92","4914.60","4787.29","-0.04%"
"570","399413","国证转债","138.61","-1.97","-1.40%","1.38","267817750","48046231808","140.57","140.43","140.48","138.54","-0.05%"
"571","980003","湾区综指","2966.25","-42.00","-1.40%","1.57","129393728","251891404800","3008.26","2981.07","3006.14","2958.96","0.02%"
"572","489001","新华500R","6657.25","-96.51","-1.43%","1.81","447760174","715648618496","6753.76","6704.16","6752.21","6629.76","-0.08%"
"573","399363","云科技","6144.22","-89.73","-1.44%","3.02","2628023328","107221000192","6233.95","6190.74","6297.24","6109.06","-0.08%"
"574","399369","国证责任","1760.01","-25.74","-1.44%","1.88","4530740736","84852617216","1785.75","1774.19","1787.43","1753.77","-0.06%"
"575","399390","1000公用","2036.41","-29.83","-1.44%","1.67","1396112880","7955803648","2066.24","2059.57","2069.96","2035.53","-0.17%"
"576","399661","深证低波","5651.31","-83.21","-1.45%","1.79","6535234304","94280818688","5734.52","5693.61","5731.03","5628.26","-0.01%"
"577","399556","央视生态","1992.08","-29.21","-1.45%","1.65","2469306448","44570891264","2021.29","2013.15","2017.14","1983.75","-0.03%"
"578","399693","安防产业","4627.01","-68.03","-1.45%","2.75","2514224144","46138371584","4695.03","4668.82","4737.35","4608.12","-0.06%"
"579","399698","优势成长","20915.76","-318.23","-1.50%","2.12","795646096","7612322560","21233.99","21128.50","21323.59","20872.53","-0.01%"
"580","399631","1000价值","2260.58","-34.95","-1.52%","1.74","18801658112","192552984576","2295.54","2279.97","2292.06","2252.22","-0.03%"
"581","399284","AI50","4043.50","-62.63","-1.53%","3.09","2638265792","55039228928","4106.13","4073.05","4155.14","4028.19","-0.08%"
"582","399670","深周期50","3825.39","-59.47","-1.53%","1.84","6595304960","90861912064","3884.86","3834.41","3879.40","3807.78","-0.06%"
"583","480004","湾区综指R(港币)","3134.08","-49.76","-1.56%","1.65","129393728","278561030144","3183.84","3156.01","3179.64","3127.03","0.02%"
"584","989001","新华500","5101.36","-81.58","-1.57%","1.81","447760174","715648618496","5182.94","5137.31","5174.12","5080.30","-0.08%"
"585","399310","国证A50","7498.69","-120.45","-1.58%","1.59","6615334400","159941783552","7619.14","7548.52","7590.50","7469.31","-0.07%"
"586","399400","大中盘","4159.86","-66.57","-1.58%","1.82","44383693568","703896522752","4226.43","4189.55","4219.48","4142.74","-0.07%"
"587","399391","投资时钟","3424.01","-55.21","-1.59%","1.88","7331378432","110339985408","3479.22","3443.75","3472.97","3407.40","-0.06%"
"588","399231","农林指数","1851.28","-29.95","-1.59%","2.13","1070384864","13305380352","1881.22","1870.16","1881.14","1841.04","-0.02%"
"589","399285","物联网50","4368.43","-71.78","-1.62%","2.66","3364667536","78472691712","4440.21","4394.40","4459.02","4340.98","-0.05%"
"590","399351","创新示范","10819.23","-179.53","-1.63%","1.93","7188380928","143372578816","10998.76","10878.18","10978.39","10766.30","-0.05%"
"591","399354","分析师指数","8360.85","-139.52","-1.64%","1.58","9800211968","236462813184","8500.37","8418.31","8460.28","8325.63","-0.09%"
"592","980004","湾区综指(港币)","2666.58","-44.52","-1.64%","1.65","129393728","278561030144","2711.10","2685.24","2705.34","2660.58","0.02%"
"593","399959","军工指数","1402.08","-23.37","-1.64%","3.51","1982603008","44922326272","1425.45","1442.25","1448.86","1398.84","-0.15%"
"594","399282","大数据50","5614.33","-94.96","-1.66%","3.05","3007406384","58391063552","5709.29","5675.28","5769.58","5595.69","-0.09%"
"595","399324","深证红利","11340.20","-191.77","-1.66%","1.85","3251375120","67351951872","11531.96","11434.39","11505.98","11292.57","-0.08%"
"596","399810","CSSW传媒","4029.76","-68.33","-1.67%","2.17","2821428528","40145066240","4098.09","4042.50","4104.41","4015.65","-0.07%"
"597","399406","中盘低波","11325.15","-191.91","-1.67%","1.91","5388214016","45663937024","11517.07","11446.61","11511.28","11291.36","-0.03%"
"598","399375","中盘价值","5330.43","-91.01","-1.68%","2.14","5801178624","45830578688","5421.43","5382.60","5426.41","5310.44","-0.01%"
"599","399636","深证装备","4392.09","-75.42","-1.69%","2.12","4340529408","73955229696","4467.51","4440.81","4460.46","4365.96","-0.03%"
"600","399283","机器人50","3014.66","-52.15","-1.70%","2.18","1163039088","19139575552","3066.81","3065.51","3068.79","3002.05","-0.16%"
"601","399359","国证基建","2493.80","-43.67","-1.72%","1.94","3478930368","24590465792","2537.47","2526.17","2540.90","2491.77","-0.10%"
"602","399352","深企综指","9706.64","-170.69","-1.73%","2.01","10790110208","191360024576","9877.32","9806.00","9864.95","9666.69","-0.07%"
"603","399974","国企改革","1839.44","-32.71","-1.75%","2.05","8881480448","189566148608","1872.15","1857.16","1869.31","1831.02","-0.09%"
"604","399429","新丝路","1321.76","-24.08","-1.79%","1.97","5222487552","49216057600","1345.85","1334.29","1343.60","1317.11","-0.05%"
"605","399648","深证GDP","9716.86","-177.30","-1.79%","1.98","7779482880","143327670272","9894.16","9809.30","9870.87","9675.36","-0.03%"
"606","399552","央视成长","9125.44","-167.05","-1.80%","1.72","4380706816","100823474176","9292.49","9214.33","9252.66","9093.18","-0.09%"
"607","399399","中经GDP","8564.25","-157.95","-1.81%","1.85","21599860480","336814411776","8722.20","8643.97","8691.53","8530.50","-0.10%"
"608","480001","湾创100R","1668.62","-30.71","-1.81%","1.87","54114419","163806203904","1699.33","1683.84","1695.73","1663.92","-0.04%"
"609","399300","沪深300","4753.13","-87.64","-1.81%","1.80","31694964992","510472056832","4840.77","4796.09","4821.37","4734.47","-0.08%"
"610","399419","国证高铁","1716.18","-31.69","-1.81%","2.17","2557844272","20226509312","1747.87","1736.77","1749.77","1711.91","-0.02%"
"611","399621","深证电信","4415.45","-82.12","-1.83%","2.43","1011787104","22244634112","4497.56","4458.33","4514.55","4405.35","-0.09%"
"612","399550","央视50","8299.92","-155.49","-1.84%","1.99","3789702576","101504417792","8455.41","8392.97","8434.49","8265.86","-0.04%"
"613","480028","龙头家电R","15183.31","-284.52","-1.84%","2.10","6982357","15502460160","15467.83","15435.81","15467.83","15143.22","0.01%"
"614","399995","基建工程","3840.16","-72.52","-1.85%","2.75","2856563696","18030382848","3912.67","3893.88","3936.85","3829.17","-0.02%"
"615","399378","ESG300","2759.53","-51.94","-1.85%","1.72","17527697152","318051434496","2811.47","2786.88","2797.25","2748.83","-0.07%"
"616","399703","深证F200","8071.10","-152.82","-1.86%","1.93","16477085696","242890047488","8223.92","8154.86","8199.90","8041.03","-0.05%"
"617","399649","中小红利","3465.60","-65.99","-1.87%","2.09","2411662304","38682240768","3531.59","3496.09","3524.50","3450.62","0.00%"
"618","399435","国证农牧","5550.34","-106.28","-1.88%","2.17","2109765088","28300623104","5656.62","5618.32","5642.58","5519.75","-0.10%"
"619","399639","深证大宗","2230.56","-42.81","-1.88%","1.76","2983688608","30843927040","2273.37","2259.99","2265.35","2225.39","-0.05%"
"620","399241","地产指数","2749.04","-53.01","-1.89%","2.00","2212960304","19848197632","2802.05","2769.36","2793.51","2737.48","-0.04%"
"621","399418","国证国安","3824.47","-73.55","-1.89%","2.78","6978207232","145756663808","3898.02","3887.28","3919.41","3810.93","-0.11%"
"622","399416","I300","4189.39","-81.37","-1.91%","1.80","6249843456","158339502080","4270.77","4229.09","4248.40","4171.53","-0.07%"
"623","980028","龙头家电","11065.83","-215.92","-1.91%","2.10","6982357","15502460160","11281.75","11249.86","11273.20","11036.61","0.01%"
"624","399389","国证通信","4861.90","-94.88","-1.91%","2.72","2864096752","51741427200","4956.78","4941.22","4978.08","4843.17","-0.09%"
"625","399805","互联金融","3451.41","-67.29","-1.91%","2.67","6615965952","106596982784","3518.71","3494.29","3534.07","3439.97","-0.09%"
"626","399314","巨潮大盘","4995.58","-97.87","-1.92%","1.74","23174917632","392881319936","5093.45","5044.52","5064.93","4976.16","-0.08%"
"627","399368","国证军工","7458.72","-148.12","-1.95%","3.33","2672871648","57883859200","7606.84","7642.83","7676.84","7423.62","-0.05%"
"628","480018","国证5GR","5528.44","-110.58","-1.96%","2.44","16119952","35931473152","5639.01","5603.77","5647.60","5509.74","-0.03%"
"629","980018","国证5G","5014.06","-100.72","-1.97%","2.44","16119952","35931473152","5114.78","5082.38","5122.14","4997.10","-0.03%"
"630","980005","GTCOM港股通100","1309.62","-26.32","-1.97%","1.67","29133399","55287179264","1335.94","1318.21","1330.36","1308.12","0.01%"
"631","399335","深证央企","4801.18","-96.54","-1.97%","2.65","3067424416","52689320960","4897.72","4848.91","4906.09","4776.29","0.02%"
"632","480005","GTCOM港股通100R","1514.55","-30.44","-1.97%","1.67","29133399","55287179264","1544.99","1524.48","1538.54","1512.82","0.01%"
"633","399701","深证F60","9319.02","-192.27","-2.02%","1.88","6972410368","107790712832","9511.29","9419.36","9462.11","9283.70","-0.04%"
"634","980001","湾创100","1560.94","-32.32","-2.03%","1.87","54114419","163806203904","1593.26","1575.18","1586.30","1556.54","-0.04%"
"635","399702","深证F120","8386.23","-174.17","-2.03%","1.94","10711689216","159340412928","8560.40","8484.10","8521.46","8355.56","-0.05%"
"636","480002","湾创100R(港币)","1605.03","-33.62","-2.05%","1.95","54114419","181149708288","1638.65","1622.89","1632.86","1600.83","-0.03%"
"637","399382","1000材料","2435.59","-53.43","-2.15%","1.81","9654827520","91466493952","2489.01","2465.81","2474.33","2429.30","-0.07%"
"638","399410","苏州率先","2670.70","-59.09","-2.16%","2.02","1240420624","21721272064","2729.79","2700.69","2713.70","2658.48","0.01%"
"639","399393","国证地产","6817.75","-153.58","-2.20%","2.20","3517169392","38094586880","6971.33","6853.79","6936.33","6783.07","-0.11%"
"640","980006","GTCOM港股通100（港币）","1247.20","-28.25","-2.21%","1.76","29133399","61140123136","1275.45","1257.88","1268.10","1245.67","0.02%"
"641","399807","高铁产业","1380.37","-31.31","-2.22%","2.33","1313921936","9999864832","1411.68","1404.79","1411.24","1378.41","-0.02%"
"642","480006","GTCOM港股通100R（港币","1442.63","-32.68","-2.22%","1.76","29133399","61140123136","1475.31","1454.99","1466.81","1440.87","0.02%"
"643","399348","深证价值","7218.94","-164.21","-2.22%","2.05","9548032256","103178104832","7383.15","7321.39","7341.31","7189.60","-0.04%"
"644","399405","大盘高贝","2959.72","-67.37","-2.23%","2.45","7079055104","157340372992","3027.09","2982.61","3019.25","2945.05","-0.19%"
"645","399367","1000地产","6343.00","-145.62","-2.24%","2.18","3435533232","37594477568","6488.62","6378.14","6453.66","6312.47","-0.11%"
"646","980029","新基建","5443.24","-125.21","-2.25%","2.62","36738192","89100079104","5568.45","5514.97","5568.45","5422.57","-0.08%"
"647","399313","巨潮100","5495.17","-126.64","-2.25%","1.84","14816440064","246017290240","5621.81","5561.81","5578.03","5474.85","-0.08%"
"648","980002","湾创100(港币)","1502.60","-34.94","-2.27%","1.95","54114419","181149708288","1537.54","1519.33","1528.66","1498.68","-0.03%"
"649","399699","金融科技","4685.30","-109.27","-2.28%","2.87","3847486240","80329519104","4794.57","4740.77","4802.87","4665.08","-0.10%"
"650","399965","800地产","7058.63","-164.81","-2.28%","1.96","2613608480","30006668288","7223.44","7105.39","7167.91","7026.18","-0.15%"
"651","399903","中证100","4768.15","-113.26","-2.32%","1.89","15642165760","241537617920","4881.41","4829.37","4843.79","4751.51","-0.09%"
"652","399704","深证上游","3963.73","-94.53","-2.33%","1.96","2701749376","28972880384","4058.26","4025.77","4029.94","3950.20","0.04%"
