"","指数代码","名称","最新价","涨跌额","涨跌幅","振幅","成交量","成交额","昨收","今开","最高","最低","5分钟涨跌"
"239","000152","上央红利","1814.93","-57.51","-3.07%","2.33","4262893104","31679374848","1872.44","1854.22","1854.91","1811.36","-0.12%"
"240","000033","上证材料","2082.59","-66.51","-3.09%","2.27","5175527168","40823750400","2149.10","2125.33","2125.33","2076.61","-0.14%"
"241","000098","上证F200","4435.66","-141.51","-3.09%","2.37","20866902528","231675777024","4577.17","4533.49","4533.49","4424.86","-0.12%"
"242","000015","红利指数","2605.00","-84.50","-3.14%","2.12","4449210368","32999857152","2689.49","2656.73","2656.73","2599.67","-0.09%"
"243","000021","180治理","987.41","-32.89","-3.22%","2.46","10748436224","131965747200","1020.30","1009.64","1009.75","984.69","-0.09%"
"244","000102","沪投资品","4412.81","-146.59","-3.22%","2.46","4266400896","44012699136","4559.40","4510.32","4510.32","4398.16","-0.08%"
"245","000048","责任指数","1509.11","-50.19","-3.22%","2.57","5617008896","89271664640","1559.30","1543.52","1544.75","1504.70","-0.10%"
"246","000031","180R价值","3001.47","-101.26","-3.26%","2.51","19391915008","241964560384","3102.73","3070.78","3072.65","2994.89","-0.13%"
"247","000053","180基本","10988.15","-371.50","-3.27%","2.49","21592953088","317512683520","11359.65","11244.48","11244.48","10961.16","-0.12%"
"248","000959","银河99","7317.03","-249.00","-3.29%","2.48","11504389120","234059358208","7566.03","7485.55","7485.55","7297.63","-0.11%"
"249","000008","综合指数","3079.06","-105.23","-3.30%","2.24","13697951488","169230462976","3184.29","3136.82","3141.22","3069.87","-0.09%"
"250","000092","资源50","2367.65","-80.91","-3.30%","2.37","4592906752","40716545024","2448.56","2420.58","2420.58","2362.54","-0.14%"
"251","000925","基本面50","4286.41","-146.06","-3.30%","2.62","8734164736","122416689152","4432.47","4392.28","4392.28","4276.22","-0.11%"
"252","000819","有色金属","4271.08","-146.86","-3.32%","2.41","4804640768","49250662912","4417.94","4359.83","4364.71","4258.46","-0.02%"
"253","000805","A股资源","3592.80","-126.36","-3.40%","2.44","4831618304","42335899648","3719.16","3674.34","3674.34","3583.55","-0.07%"
"254","000042","上证央企","1620.68","-57.26","-3.41%","2.39","8121122560","107238821888","1677.94","1655.54","1656.32","1616.25","-0.13%"
"255","000992","全指金融","6578.27","-236.67","-3.47%","2.67","20439204608","254584840192","6814.94","6708.30","6738.84","6557.19","-0.14%"
"256","000811","细分有色","4817.43","-172.98","-3.47%","2.49","4498781696","46735252224","4990.41","4923.38","4926.94","4802.92","0.02%"
"257","000849","300非银","12514.73","-451.23","-3.48%","3.09","6807803648","130013933568","12965.95","12757.07","12876.49","12476.14","-0.16%"
"258","000919","300价值","4951.45","-179.04","-3.49%","2.61","12174948096","125191094272","5130.49","5072.51","5072.76","4939.04","-0.11%"
"259","000066","上证商品","1686.98","-61.11","-3.50%","2.66","4588579584","37484748032","1748.09","1728.95","1728.95","1682.38","-0.12%"
"260","000058","全指价值","4026.17","-146.25","-3.51%","2.69","13671671296","126142726144","4172.42","4127.90","4128.59","4016.50","-0.13%"
"261","000952","300地产","9551.34","-347.38","-3.51%","2.54","1487579808","20507850240","9898.72","9705.67","9757.22","9506.17","-0.18%"
"262","000934","中证金融","6858.85","-256.13","-3.60%","2.71","18471889920","233054244864","7114.98","7005.16","7029.83","6836.97","-0.14%"
"263","000052","50基本","2999.74","-112.06","-3.60%","2.75","7904651776","139047235584","3111.80","3078.44","3078.44","2992.71","-0.12%"
"264","000968","300周期","4094.20","-153.55","-3.61%","2.60","18884218368","231795228672","4247.75","4185.94","4192.10","4081.74","-0.11%"
"265","000823","800有色","4240.11","-161.92","-3.68%","2.63","3763943104","36521047808","4402.03","4344.25","4344.25","4228.30","0.02%"
"266","000029","180价值","3975.87","-152.15","-3.69%","2.81","8466870784","83389689856","4128.02","4083.08","4083.08","3966.96","-0.13%"
"267","000149","180红利","3319.49","-128.78","-3.73%","2.66","4719401472","39104977920","3448.27","3402.24","3402.24","3310.36","-0.12%"
"268","000961","中证上游","2207.76","-85.66","-3.73%","2.73","5136246272","43844091136","2293.42","2264.82","2264.82","2202.22","-0.03%"
"269","000974","800金融","7097.44","-275.91","-3.74%","2.93","15858281472","203047579648","7373.35","7259.96","7292.35","7076.22","-0.13%"
"270","000944","内地资源","2302.00","-89.64","-3.75%","2.69","5084542208","44209451520","2391.64","2360.85","2360.85","2296.52","-0.05%"
"271","000018","180金融","5902.77","-230.82","-3.76%","3.01","10756743424","144906178560","6133.59","6046.94","6071.49","5887.10","-0.13%"
"272","000914","300金融","7144.78","-284.19","-3.83%","2.88","13428448512","189999640576","7428.97","7313.58","7335.95","7121.93","-0.13%"
"273","000810","细分能源","1468.41","-58.81","-3.85%","2.87","2605909744","14282321920","1527.21","1508.65","1508.65","1464.83","-0.11%"
"274","000986","全指能源","1401.99","-56.84","-3.90%","2.87","2661599408","14392756224","1458.83","1440.02","1440.02","1398.11","-0.12%"
"275","000068","上证资源","1723.73","-70.31","-3.92%","2.84","4490462464","34880671744","1794.03","1770.27","1770.27","1719.31","-0.11%"
"276","000818","细分金融","7093.51","-291.54","-3.95%","3.07","9516455936","138685935616","7385.06","7271.48","7298.54","7071.89","-0.11%"
"277","000928","中证能源","1530.53","-63.02","-3.95%","2.94","1622758096","10005952512","1593.55","1573.57","1573.57","1526.76","-0.11%"
"278","000063","上证周期","3515.28","-144.60","-3.95%","2.90","9906575360","123293650944","3659.88","3607.61","3611.14","3504.89","-0.12%"
"279","000946","内地金融","7461.81","-307.71","-3.96%","3.07","9519818752","139423571968","7769.52","7649.87","7677.57","7439.03","-0.11%"
"280","000908","300能源","1274.20","-53.02","-3.99%","2.98","929595904","5662998272","1327.22","1311.08","1311.08","1271.53","-0.11%"
"281","000032","上证能源","1086.45","-45.62","-4.03%","2.89","1996174400","8888642560","1132.07","1116.89","1116.89","1084.20","-0.14%"
"282","000145","优势资源","3226.50","-137.13","-4.08%","2.91","3540958208","30352116992","3363.63","3314.66","3316.09","3218.16","-0.11%"
"283","000054","上证海外","1411.07","-60.09","-4.08%","2.90","8659182592","113229844480","1471.16","1449.47","1450.32","1407.64","-0.12%"
"284","000104","380能源","913.24","-39.31","-4.13%","2.98","785158704","4024233136","952.55","938.96","938.96","910.53","-0.14%"
"285","000038","上证金融","5641.05","-246.38","-4.18%","3.16","5721632512","81724239872","5887.43","5799.89","5811.10","5624.81","-0.13%"
"286","000094","上证上游","1874.65","-82.41","-4.21%","3.05","4341994496","33165971712","1957.05","1929.81","1929.81","1870.20","-0.11%"
"287","000134","上证银行","832.55","-37.09","-4.27%","3.51","5045430016","35576005632","869.64","858.52","861.03","830.50","-0.10%"
"288","000070","能源等权","1661.89","-74.74","-4.30%","3.06","1996174400","8888642560","1736.63","1710.11","1710.11","1656.89","-0.16%"
"289","000947","内地银行","6265.36","-282.95","-4.32%","3.55","5827174400","43655944960","6548.31","6462.22","6479.70","6247.31","-0.08%"
"290","000951","300银行","6084.03","-277.96","-4.37%","3.54","5133065216","39477858560","6362.00","6275.42","6291.37","6066.45","-0.08%"
"291","000076","金融等权","5313.50","-246.55","-4.43%","3.02","5721632512","81724239872","5560.05","5457.79","5466.11","5298.13","-0.11%"
"292","000026","180资源","2229.37","-104.46","-4.48%","3.22","2177907104","19949723904","2333.83","2298.83","2298.83","2223.70","-0.11%"
"293","000820","煤炭指数","2107.30","-106.23","-4.80%","3.38","1338585008","8569881856","2213.53","2174.21","2174.21","2099.40","-0.15%"
"294","000688","科创50","-","-","-","-","-","-","0.00","-","-","-","-"
"295","000850","300有色","-","-","-","-","-","-","2496.30","-","-","-","-"
"296","399249","综企指数","1077.38","68.08","6.75%","7.67","341394576","3440498736","1009.30","1009.75","1084.92","1007.54","-0.03%"
"297","399248","文化指数","1210.66","39.55","3.38%","5.27","1320301104","12269403904","1171.11","1164.42","1222.19","1160.43","-0.10%"
"298","399441","生物医药","5842.59","178.82","3.16%","4.03","914488368","36035964160","5663.77","5654.73","5862.68","5634.24","0.11%"
"299","399280","生物50","5039.27","152.47","3.12%","3.74","1378715040","41273488128","4886.80","4882.17","5050.77","4867.86","0.22%"
"300","399993","CSWD生科","5503.36","159.19","2.98%","3.89","833000704","37862241792","5344.16","5338.85","5525.57","5317.79","0.13%"
"301","399237","运输指数","1329.95","35.70","2.76%","4.39","768130032","8739368448","1294.25","1288.46","1341.09","1284.24","0.12%"
"302","399277","公共健康","4053.05","99.93","2.53%","3.52","2381048640","56532587520","3953.12","3958.20","4076.36","3937.16","0.13%"
"303","980015","疫苗生科","16177.99","358.61","2.27%","3.31","16829964","57988096512","15819.38","15805.37","16271.04","15747.55","0.08%"
"304","480015","疫苗生科R","18463.71","409.28","2.27%","3.31","16829964","57988096512","18054.44","18038.45","18569.92","17972.46","0.08%"
"305","399236","批零指数","1797.50","38.62","2.20%","4.22","2978062336","28865250048","1758.88","1760.88","1820.56","1746.34","-0.03%"
"306","471002","中小地产R","2341.39","49.47","2.16%","3.38","6942114","3647119472","2291.92","2298.03","2359.99","2282.52","-0.01%"
"307","980013","湾区医药","3269.22","69.23","2.16%","2.93","8089627","20947586560","3199.99","3194.74","3282.48","3188.58","0.22%"
"308","971002","中小地产","2161.76","45.67","2.16%","3.38","6942114","3647119472","2116.09","2121.73","2178.94","2107.41","-0.01%"
"309","480013","湾区医药R","3503.34","74.23","2.16%","2.93","8089627","20947586560","3429.11","3423.52","3517.54","3416.93","0.22%"
"310","399685","深成医药","3421.52","66.41","1.98%","2.99","2480865312","66706569472","3355.11","3353.18","3440.97","3340.80","0.15%"
"311","399618","深证医药","17390.26","336.83","1.98%","3.00","1572337056","56676989184","17053.43","17034.93","17488.26","16977.09","0.15%"
"312","399989","中证医疗","15462.04","297.43","1.96%","3.04","1254905744","43699800832","15164.61","15142.26","15561.56","15101.03","0.05%"
"313","480014","湾区医药R（港币）","3149.41","59.03","1.91%","2.87","8089627","23165511424","3090.38","3083.78","3165.07","3076.35","0.22%"
"314","980014","湾区医药（港币）","2938.95","55.05","1.91%","2.87","8089627","23165511424","2883.90","2877.70","2953.56","2870.76","0.22%"
"315","399647","深医药50","16875.76","312.87","1.89%","3.01","1660558672","54466242816","16562.90","16535.40","16978.29","16480.45","0.15%"
"316","399238","餐饮指数","1245.36","22.67","1.85%","5.50","125418955","868051712","1222.70","1211.43","1265.32","1198.05","-0.02%"
"317","399674","深A医药","3312.63","55.50","1.70%","2.75","4887728128","100541566976","3257.12","3255.44","3335.31","3245.67","0.13%"
"318","980019","湾区海洋","1454.37","23.88","1.67%","3.21","4323200","4893540096","1430.49","1427.20","1462.48","1416.59","-0.14%"
"319","480019","湾区海洋R","1716.67","28.19","1.67%","3.21","4323200","4893540096","1688.48","1684.59","1726.24","1672.07","-0.14%"
"320","399296","创成长","5415.61","88.16","1.65%","3.05","1120687104","58321936128","5327.45","5308.50","5452.16","5289.67","0.13%"
"321","399691","创业专利","3197.94","51.64","1.64%","2.37","785066064","27023947776","3146.30","3160.49","3222.60","3147.99","0.16%"
"322","480031","国证白酒R","106625.29","1648.25","1.57%","4.71","5368036","28556366848","104977.04","104504.06","108969.23","104027.25","-0.09%"
"323","980016","公卫健康","11090.24","164.33","1.50%","2.85","12270900","54144814848","10925.91","10906.85","11193.96","10882.29","0.05%"
"324","480016","公卫健康R","12173.85","180.38","1.50%","2.85","12270900","54144814848","11993.46","11972.54","12287.71","11945.58","0.05%"
"325","980031","国证白酒","82893.45","1216.86","1.49%","4.70","5368036","28556366848","81676.59","81244.36","84715.70","80873.67","-0.09%"
"326","480020","湾区海洋R(港币)","1531.58","21.38","1.42%","3.11","4323200","5411644160","1510.20","1505.96","1540.37","1493.40","-0.13%"
"327","980020","湾区海洋(港币)","1297.57","18.12","1.42%","3.11","4323200","5411644160","1279.45","1275.86","1305.01","1265.22","-0.13%"
"328","399987","中证酒","6510.49","89.95","1.40%","4.51","486693520","29978939648","6420.54","6389.97","6655.09","6365.44","-0.10%"
"329","399997","中证白酒","11668.21","157.47","1.37%","4.71","379722320","27396595200","11510.74","11442.60","11928.83","11387.23","-0.12%"
"330","399933","中证医药","14847.18","190.53","1.30%","2.68","2763964896","77314179072","14656.65","14630.91","14995.04","14602.17","0.03%"
"331","399643","创业新兴","3193.63","39.80","1.26%","2.66","3936605504","102040727552","3153.83","3145.48","3215.36","3131.39","0.06%"
"332","399913","300医药","15545.88","185.41","1.21%","2.65","858865696","35140582656","15360.47","15338.85","15688.85","15281.22","0.04%"
"333","399386","1000医药","10418.22","123.43","1.20%","2.60","3316369872","89445003264","10294.79","10281.90","10524.20","10256.24","0.06%"
"334","399394","国证医药","15904.15","174.11","1.11%","2.60","2077178272","75452694528","15730.04","15712.01","16083.22","15673.69","0.04%"
"335","480017","国证芯片R","11688.37","124.92","1.08%","3.68","18660720","74435010560","11563.45","11473.08","11809.07","11383.48","0.01%"
"336","980017","国证芯片","10882.30","116.30","1.08%","3.68","18660720","74435010560","10766.00","10681.86","10994.68","10598.44","0.01%"
"337","399676","深医药EW","3895.28","36.73","0.95%","2.26","4887728128","100541566976","3858.55","3861.96","3938.70","3851.65","0.07%"
"338","399396","国证食品","25655.66","223.92","0.88%","3.05","955866384","45142477824","25431.74","25315.53","26028.98","25252.60","-0.08%"
"339","399635","创业板EW","2582.27","22.01","0.86%","2.13","4209456672","116493312000","2560.26","2555.75","2605.02","2550.37","0.00%"
"340","399673","创业板50","2485.77","20.97","0.85%","2.53","2816424448","85583126528","2464.80","2450.01","2503.30","2440.90","0.03%"
"341","399434","国证传媒","2284.36","18.47","0.82%","2.89","3023308576","25483919104","2265.89","2252.36","2310.76","2245.24","-0.16%"
"342","399243","科研指数","2597.58","20.95","0.81%","3.24","492481440","8897294848","2576.63","2560.29","2638.09","2554.68","0.40%"
"343","399606","创业板R","2946.65","22.14","0.76%","2.32","4209456672","116493312000","2924.51","2910.75","2968.44","2900.52","0.04%"
"344","399006","创业板指","2778.46","20.80","0.75%","2.32","16770808576","293069344768","2757.65","2744.61","2799.00","2734.97","0.04%"
"345","399293","创业大盘","5121.28","34.88","0.69%","2.34","2201421696","79983067136","5086.40","5059.50","5160.37","5041.56","0.04%"
"346","399971","中证传媒","1714.70","11.79","0.69%","2.60","2345859184","30817649152","1702.91","1694.07","1731.96","1687.69","-0.07%"
"347","399553","央视回报","8046.81","49.20","0.62%","2.50","1645008224","62959773184","7997.61","7958.86","8121.34","7921.61","0.01%"
"348","399667","创业板G","4004.05","23.28","0.58%","2.35","2073788048","67252886528","3980.77","3967.50","4036.45","3942.73","-0.01%"
"349","399432","智能汽车","3882.24","18.52","0.48%","2.20","1036070128","39024195328","3863.72","3862.75","3918.70","3833.62","0.03%"
"350","399706","深证下游","8440.99","38.25","0.46%","1.80","4927504640","133505536000","8402.75","8371.40","8501.61","8350.20","-0.01%"
"351","399804","中证体育","2525.75","11.14","0.44%","2.40","727970224","14559366656","2514.61","2507.91","2551.19","2490.76","0.00%"
"352","399102","创业板综","3066.45","12.83","0.42%","2.03","16647524096","293040586752","3053.61","3043.43","3092.57","3030.59","0.00%"
"353","399012","创业300","3831.87","15.26","0.40%","2.11","9573493248","197769531392","3816.61","3800.84","3864.87","3784.47","0.01%"
"354","399616","深证可选","6537.76","25.25","0.39%","1.78","3597754016","47951086848","6512.51","6504.64","6599.24","6483.48","-0.04%"
"355","399557","央视文化","2276.11","8.89","0.39%","2.94","3509050624","61057190656","2267.22","2248.54","2307.65","2241.00","-0.05%"
"356","399018","创业创新","4964.97","18.97","0.38%","2.03","2145613472","70948212736","4946.00","4936.02","5012.99","4912.73","0.02%"
"357","399353","国证物流","2500.50","9.22","0.37%","2.54","3472159856","27253571328","2491.28","2482.36","2528.80","2465.45","0.00%"
"358","399403","防御100","10445.43","33.08","0.32%","2.09","4050588512","116307345408","10412.35","10358.22","10536.22","10318.89","-0.05%"
"359","399640","创业基础","2457.60","7.85","0.32%","2.04","11522422272","219184746496","2449.75","2440.40","2479.90","2429.81","0.01%"
"360","399958","创业成长","1714.32","5.14","0.30%","2.15","1539637296","55470762240","1709.18","1700.63","1729.01","1692.23","0.02%"
"361","399365","国证农业","16235.44","47.41","0.29%","2.28","1580558832","51236770816","16188.03","16080.09","16419.40","16050.39","-0.08%"
"362","399690","中小专利","2337.03","6.73","0.29%","2.20","1396884384","47243035392","2330.30","2321.01","2357.94","2306.73","0.03%"
"363","399433","国证交运","1751.68","5.05","0.29%","2.29","3161875200","20942241280","1746.63","1741.18","1769.77","1729.70","-0.01%"
"364","399385","1000消费","14022.80","41.19","0.29%","2.11","2252812128","62374705152","13981.61","13904.85","14165.79","13871.00","-0.09%"
"365","399295","创业蓝筹","6115.55","15.59","0.26%","2.07","1295599168","46239093248","6099.96","6081.42","6181.17","6054.62","0.11%"
"366","399326","成长40","7798.38","19.54","0.25%","2.49","1190398336","40350817280","7778.84","7715.93","7866.07","7672.17","0.00%"
"367","399427","专利领先","3062.40","7.67","0.25%","1.94","2039283488","74418741248","3054.73","3037.59","3082.39","3023.01","0.11%"
"368","399932","中证消费","22299.36","53.99","0.24%","2.12","1881451504","54223077376","22245.36","22128.27","22546.91","22074.85","-0.09%"
"369","399652","中创高新","4040.35","9.36","0.23%","2.92","1494912784","50601449216","4030.99","4005.38","4095.57","3978.03","0.10%"
"370","399415","I100","7731.44","15.80","0.20%","1.91","7642494720","206092107776","7715.63","7687.98","7799.05","7651.74","-0.05%"
"371","399384","1000可选","3990.68","7.03","0.18%","1.90","6284178432","85576929280","3983.65","3974.48","4035.81","3960.06","-0.03%"
"372","399646","深消费50","9929.96","16.36","0.17%","1.57","3194018384","61997028352","9913.60","9875.00","10008.46","9852.50","-0.08%"
"373","399678","深次新股","1361.84","2.29","0.17%","2.14","1156472976","33247172608","1359.55","1362.78","1376.34","1347.29","-0.14%"
"374","399697","中关村60","5373.34","8.18","0.15%","2.53","2836901216","44597379840","5365.16","5362.44","5468.18","5332.45","-0.02%"
"375","399417","新能源车","2516.87","3.52","0.14%","2.21","2720231824","52681952512","2513.35","2504.53","2540.15","2484.64","-0.01%"
"376","399361","在线消费","6369.69","8.40","0.13%","2.49","2770792384","44110236672","6361.29","6329.38","6438.37","6280.09","0.02%"
"377","399016","深证创新","4440.12","4.60","0.10%","2.20","3521034784","127004311552","4435.52","4433.69","4489.87","4392.21","0.01%"
"378","399684","深成消费","3201.93","2.56","0.08%","2.56","1321546320","35475856384","3199.37","3180.86","3247.03","3165.27","-0.14%"
"379","399302","深公司债","183.58","0.03","0.02%","0.01","4261380","418424320","183.55","183.58","183.59","183.57","0.01%"
"380","399301","深信用债","179.38","0.02","0.01%","0.01","4261920","418479376","179.36","179.38","179.39","179.37","0.00%"
"381","399671","深防御50","10333.63","1.31","0.01%","2.04","2169273056","66137598976","10332.32","10273.94","10439.50","10229.15","-0.08%"
"382","399608","科技100","3641.80","0.19","0.01%","2.24","5915773696","154554753024","3641.62","3616.47","3676.19","3594.76","0.04%"
"383","399298","深信中高","176.33","0.02","0.01%","0.01","4238650","416181600","176.31","176.33","176.34","176.32","0.01%"
"384","399992","CSWD并购","1882.45","-0.07","0.00%","2.21","2015476288","26756398848","1882.52","1872.20","1906.13","1864.59","-0.06%"
"385","399291","创精选88","4212.86","-0.38","-0.01%","2.09","2058058704","36897230592","4213.24","4205.14","4266.50","4178.27","-0.02%"
"386","399299","深信中低","193.98","-0.01","-0.01%","0.03","1665990","161354562","193.99","194.02","194.05","193.98","-0.01%"
"387","399481","企债指数","128.77","-0.03","-0.02%","0.02","11060534","1089653328","128.80","128.80","128.80","128.77","0.00%"
"388","399812","养老产业","9869.13","-4.51","-0.05%","1.69","3857058752","104243675136","9873.65","9834.09","9965.33","9798.39","-0.03%"
"389","399802","500深市","6251.56","-3.59","-0.06%","1.89","17176239104","201857572864","6255.15","6230.07","6329.24","6211.20","0.00%"
"390","399624","中创400","2346.33","-2.42","-0.10%","1.97","18727924480","255878156288","2348.75","2342.10","2376.80","2330.64","0.00%"
"391","399626","中创成长","2080.58","-2.30","-0.11%","2.13","6306548736","146238160896","2082.88","2068.80","2101.14","2056.69","0.00%"
"392","399397","国证文化","2699.66","-3.25","-0.12%","2.07","3401022928","60779358208","2702.90","2683.31","2730.35","2674.32","-0.03%"
"393","399235","建筑指数","1184.35","-1.38","-0.12%","1.88","1054738624","7568377600","1185.73","1181.27","1197.21","1174.92","-0.03%"
"394","399617","深证消费","16004.36","-20.29","-0.13%","2.15","766815696","28660710912","16024.65","15921.32","16198.57","15853.90","-0.11%"
"395","399625","中创500","2306.27","-3.50","-0.15%","1.97","25591223808","441017274368","2309.77","2296.34","2331.16","2285.57","-0.01%"
"396","399242","商务指数","1403.64","-2.46","-0.18%","2.32","1668978016","13544841216","1406.10","1400.25","1428.77","1396.13","-0.10%"
"397","399615","深证工业","3141.53","-5.77","-0.18%","1.85","5293123328","68481555968","3147.31","3138.60","3173.90","3115.58","0.02%"
"398","399611","中创100R","2977.08","-5.58","-0.19%","2.08","6863299328","185139113984","2982.66","2958.13","3005.29","2943.19","-0.01%"
"399","399612","中创100","2678.35","-5.14","-0.19%","2.08","6863299328","185139113984","2683.49","2661.29","2703.73","2647.86","-0.01%"
"400","399660","中创EW","3189.84","-6.16","-0.19%","2.01","6863299328","185139113984","3196.00","3174.57","3225.30","3160.97","-0.03%"
"401","399278","长江100","2228.31","-4.38","-0.20%","2.04","6565886464","133666021376","2232.69","2215.75","2249.23","2203.66","-0.05%"
"402","399682","深成工业","1349.27","-2.69","-0.20%","1.90","2977668192","45286870272","1351.96","1348.02","1364.65","1338.91","0.02%"
"403","399669","深证农业","12537.99","-27.27","-0.22%","2.07","2040466704","44580153600","12565.26","12489.88","12702.32","12442.61","-0.10%"
"404","399683","深成可选","1923.29","-4.34","-0.23%","1.36","4015635008","47397896704","1927.63","1926.48","1942.58","1916.29","-0.03%"
"405","480033","国产替代R","11982.76","-27.94","-0.23%","2.85","48604572","138046226432","12010.70","11927.62","12172.39","11829.94","-0.07%"
"406","980033","国产替代","11338.18","-26.45","-0.23%","2.85","48604572","138046226432","11364.63","11286.01","11517.62","11193.59","-0.07%"
"407","399638","深证环保","4169.82","-9.50","-0.23%","2.04","2895502000","39202477312","4179.33","4157.15","4209.47","4124.14","-0.01%"
"408","399629","700价值","2488.58","-5.96","-0.24%","1.84","8926334208","86729740288","2494.53","2489.15","2516.34","2470.55","-0.02%"
"409","399010","深证700","7684.41","-19.81","-0.26%","1.85","26477603072","306050326528","7704.21","7686.16","7776.21","7633.77","-0.03%"
"410","399905","中证500","6676.44","-17.31","-0.26%","1.78","28873667328","322509787136","6693.75","6664.33","6763.81","6644.36","-0.05%"
"411","399316","巨潮小盘","5232.92","-13.50","-0.26%","1.80","24322201088","283522744320","5246.42","5225.03","5292.46","5197.85","-0.04%"
"412","399398","绩效指数","11486.43","-31.74","-0.28%","1.88","2887460736","94303125504","11518.17","11471.45","11644.54","11428.33","-0.01%"
"413","399976","CS新能车","2805.79","-7.90","-0.28%","1.76","1100656704","34582372096","2813.69","2800.43","2829.26","2779.86","0.03%"
"414","399692","创业低波","3304.33","-9.40","-0.28%","1.77","2789997712","67508792576","3313.73","3312.00","3351.93","3293.34","-0.05%"
"415","399088","深创100","4095.16","-11.83","-0.29%","1.94","6483104512","177023025152","4106.99","4087.59","4144.62","4065.15","0.02%"
"416","399362","民企100","8384.33","-23.98","-0.29%","1.76","5515142144","169814867968","8408.30","8346.83","8456.43","8308.37","-0.01%"
"417","399655","深证绩效","11820.57","-35.68","-0.30%","1.91","2979939360","78530809856","11856.25","11825.10","11989.77","11763.88","0.01%"
"418","399641","深证新兴","2559.05","-7.81","-0.30%","1.90","14394460928","280568774656","2566.86","2554.32","2588.84","2540.11","0.00%"
"419","399106","深证综指","2251.00","-6.95","-0.31%","1.67","69669380096","909263699968","2257.95","2247.45","2273.92","2236.25","-0.03%"
"420","399015","中小创新","2495.69","-7.88","-0.31%","1.80","17573497088","186852220928","2503.57","2499.20","2524.63","2479.59","-0.05%"
"421","480032","新能电池R","11028.60","-33.99","-0.31%","2.15","23358460","46768308992","11062.58","10993.76","11152.37","10914.75","-0.01%"
"422","399107","深证A指","2356.02","-7.27","-0.31%","1.67","69623033856","909082443776","2363.29","2352.28","2380.03","2340.54","-0.03%"
"423","980032","新能电池","8819.84","-27.18","-0.31%","2.15","23358460","46768308992","8847.02","8791.98","8918.83","8728.79","-0.01%"
"424","399108","深证B指","926.90","-2.98","-0.32%","0.93","46347011","181256561","929.88","931.82","933.51","924.83","0.05%"
"425","399695","深证节能","2398.69","-7.95","-0.33%","1.78","3988814112","52335059200","2406.64","2398.48","2424.58","2381.63","0.00%"
"426","399630","1000成长","1844.03","-6.53","-0.35%","1.75","14416996352","261544644608","1850.56","1840.48","1861.86","1829.49","-0.04%"
"427","399376","小盘成长","5834.71","-21.85","-0.37%","1.96","7607976960","86543753216","5856.56","5824.12","5907.70","5792.69","-0.07%"
"428","399364","消费100","11593.97","-43.59","-0.37%","1.72","7908306176","215096737792","11637.56","11569.84","11710.87","11510.55","-0.05%"
"429","399339","深证科技","8677.17","-32.10","-0.37%","2.37","8398815744","195872374784","8709.27","8640.45","8796.21","8590.09","0.01%"
"430","399003","成份B指","5590.80","-20.98","-0.37%","0.95","51052091","182214004","5611.78","5624.89","5628.28","5574.74","0.04%"
"431","399694","创业高贝","3515.04","-13.26","-0.38%","2.56","3891116272","90768662528","3528.30","3518.74","3568.08","3477.76","-0.06%"
"432","399337","深证民营","6077.84","-23.37","-0.38%","1.80","5922452736","160190427136","6101.22","6054.85","6131.93","6022.41","-0.02%"
"433","399234","水电指数","697.53","-2.66","-0.38%","1.94","1053685472","5357693952","700.19","701.58","709.80","696.22","-0.08%"
"434","980030","消费电子","7743.36","-30.06","-0.39%","2.57","46183160","84487401472","7773.42","7693.58","7832.06","7632.32","-0.12%"
"435","399409","小盘高贝","4950.85","-19.19","-0.39%","2.19","8077079296","122091032576","4970.04","4946.88","5024.02","4915.15","-0.06%"
"436","480030","消费电子R","8746.29","-33.95","-0.39%","2.57","46183160","84487401472","8780.24","8690.06","8846.48","8620.87","-0.12%"
"437","399233","制造指数","2641.17","-10.49","-0.40%","1.68","40178980864","590632017920","2651.66","2640.84","2669.32","2624.83","-0.03%"
"438","399346","深证成长","4914.52","-19.90","-0.40%","1.63","4748388608","130995261440","4934.42","4905.13","4959.85","4879.49","-0.05%"
"439","399372","大盘成长","5514.37","-22.75","-0.41%","1.60","6163424768","154831998976","5537.12","5494.52","5557.55","5468.79","-0.05%"
"440","399100","新指数","10285.85","-42.84","-0.41%","1.68","67653273344","903969939456","10328.69","10274.52","10397.69","10224.51","-0.03%"
"441","399628","700成长","2178.40","-9.15","-0.42%","2.04","6475336704","99864449024","2187.55","2178.25","2204.51","2159.85","-0.03%"
"442","399679","深证200R","6033.50","-26.04","-0.43%","2.09","14011222272","198021435392","6059.53","6030.96","6129.82","6003.43","0.00%"
"443","399814","大农业","1674.27","-7.24","-0.43%","1.21","1970284048","35484693248","1681.52","1673.91","1689.23","1668.89","-0.08%"
"444","399303","国证2000","7688.81","-33.79","-0.44%","1.69","43596009216","467670970368","7722.60","7709.20","7776.80","7646.18","-0.04%"
"445","399401","中小盘","4615.10","-20.59","-0.44%","1.87","45530977024","594537943040","4635.69","4611.27","4678.25","4591.43","-0.04%"
"446","399009","深证200","5346.75","-24.47","-0.46%","2.09","14011222272","198021435392","5371.22","5344.50","5432.11","5320.11","0.00%"
"447","399428","国证定增","2870.46","-13.29","-0.46%","1.98","5832510976","95403024384","2883.75","2871.41","2909.97","2852.86","-0.07%"
"448","399306","深证ETF","1636.17","-7.66","-0.47%","1.68","8525744640","15098394880","1643.83","1635.32","1651.52","1623.98","-0.07%"
