code,dayVol,weekVol,名称
399553,0.013495124950665509,0.030652878030747916,央视回报
399554,0.012042195928508297,0.02845797950028325,央视治理
399555,0.010699803527272811,0.025201410685272797,央视责任
399602,0.01453264482591139,0.03346956155024764,中小成长
399604,0.01455844709867323,0.03202185230010216,中小价值
399606,0.0168324077754359,0.03784893561437012,创业板R
399608,0.016283652595917335,0.03629064785315385,科技100
399610,0.016946080481805185,0.03879609529086076,TMT50
399611,0.01508156545047163,0.033794610151218,中创100R
399612,0.015078935243353206,0.033780506385399416,中创100
399613,0.016712911148085204,0.037131085483552706,深证能源
399614,0.015443173905720215,0.03495461069043133,深证材料
399615,0.01518999195686334,0.0354026867662407,深证工业
399616,0.014116339144479002,0.03143062423136302,深证可选
399617,0.014137437884841274,0.03167340874657779,深证消费
399618,0.014839191909155478,0.034102920922156846,深证医药
399619,0.014882214325365437,0.03546970577018044,深证金融
399620,0.01725868751545907,0.039017615029300505,深证信息
399621,0.018218728567685305,0.0407667333349174,深证电信
399622,0.014457037442191144,0.03302300375896868,深证公用
399623,0.014712758075136983,0.033781265580750265,中小基础
399624,0.015766397120673892,0.03623801222092768,中创400
399625,0.015332606388240484,0.03488421139872327,中创500
399626,0.01501065158732123,0.034034175056373066,中创成长
399627,0.014712745630054784,0.03298215681469707,中创价值
399628,0.01572262871144306,0.036334418297273775,700成长
399629,0.014508757774520405,0.032472748229590266,700价值
399630,0.014020614892375417,0.03188981191878224,1000成长
399631,0.013488420824443282,0.030042355749161184,1000价值
399632,0.014389648673700947,0.032693604541092554,深100EW
399633,0.014732160458523595,0.03323902197339922,深300EW
399634,0.01468985334900549,0.03341877946108436,中小板EW
399635,0.017796924432883686,0.04008635537726575,创业板EW
399636,0.01565199142861082,0.035773300429333854,深证装备
399637,0.014897199164375426,0.034466580628359014,深证地产
399638,0.016670240177612212,0.038891913467487604,深证环保
399639,0.01535301593247243,0.034080370390412514,深证大宗
399640,0.01715572530721695,0.038968500225076336,创业基础
399641,0.015293723031463969,0.034449053097393934,深证新兴
399642,0.01585687572083775,0.03609839310446494,中小新兴
399643,0.017749613072476116,0.04012242128105308,创业新兴
399644,0.013512108201629914,0.029896477667364592,深证时钟
399645,0.012387049632575973,0.027736419473413553,100低波
399646,0.013887073148090718,0.030935173901275786,深消费50
399647,0.014611202272551015,0.03358749324599616,深医药50
399648,0.01351528430058218,0.0296504883944719,深证GDP
399649,0.014212450756912553,0.03249566918622654,中小红利
399650,0.014972905992354561,0.03433298700115483,中小治理
399651,0.01539017656705205,0.03492651175726273,中小责任
399652,0.019101208896209174,0.04318799297679414,中创高新
399653,0.013391637828603656,0.029925994878393807,深证龙头
399654,0.015335671168996635,0.03567304023711268,深证文化
399655,0.01408165359968001,0.031591723124121236,深证绩效
399656,0.01378745332653872,0.031236968750311105,100绩效
399657,0.014283292052209396,0.03245193080468923,300绩效
399658,0.014735838167305905,0.03380842184244166,中小绩效
399659,0.015046462599610797,0.03404611693870598,深成指EW
399660,0.015546971698258515,0.0347495641365295,中创EW
399661,0.012165371846504949,0.026971535461434434,深证低波
399662,0.0175230448302686,0.040083657738172344,深证高贝
399663,0.013096957971036896,0.02973141549175755,中小低波
399664,0.017801115699944844,0.041143149542939045,中小高贝
399665,0.013979857039662523,0.031494748702650587,中创低波
399666,0.018359415507920043,0.04201435771001307,中创高贝
399667,0.016681766459290294,0.03780233246734205,创业板G
399668,0.016368357374661482,0.03696970966054397,创业板V
399669,0.01380164181267545,0.03157942089415422,深证农业
399670,0.015041010108993787,0.0343498904891971,深周期50
399671,0.013891658526628022,0.03173570943379697,深防御50
399701,0.01300667223296058,0.02888983634278298,深证F60
399702,0.012967961818839479,0.02883819496025151,深证F120
399703,0.01297816507898042,0.02879857913832802,深证F200
399704,0.01814890129170303,0.04067761793551595,深证上游
399705,0.015361015214025341,0.03459154014479027,深证中游
399706,0.013914337809590269,0.031185916565930102,深证下游
399802,0.015028352960745757,0.03395498975758952,500深市
399901,0.011827996611506757,0.027402744122901185,小康指数
399903,0.011273971954183667,0.02680221842590915,中证100
399904,0.013462891543097728,0.031011701362466785,中证200
399905,0.014777960276613256,0.033231748536962036,中证500
399908,0.01359026943257497,0.029584999585556125,300能源
399909,0.01491489307772567,0.033282935731507306,300材料
399910,0.013085286589082352,0.03071249593014647,300工业
399911,0.013864086650641146,0.03127459950297737,300可选
399912,0.01631203767630915,0.03630476583076068,300消费
399913,0.014133610087182828,0.03262883962297101,300医药
399914,0.011928559698320318,0.029533284097506995,300金融
399917,0.009804797760962755,0.02233073546119457,300公用
399918,0.012224874137470141,0.028642110791215265,300成长
399919,0.01094933838427034,0.026515793595341928,300价值
399922,0.011061237778706299,0.025477089618504676,中证红利
399925,0.010456845076644657,0.025616325169937552,基本面50
399928,0.014391347406383032,0.03098884828033293,中证能源
399931,0.013386565600383307,0.030276538071567237,中证可选
399932,0.015101594285197825,0.034207985266317895,中证消费
399933,0.01420135638437016,0.03242114504160947,中证医药
399934,0.011900832282872321,0.029250290539903367,中证金融
399935,0.016926526177492126,0.03858810087088115,中证信息
399939,0.012967536311358814,0.029850190737887118,民企200
399944,0.015345396924789081,0.03351898829961577,内地资源
399950,0.011876999686912375,0.0284585377392043,300基建
