日期,指数名称,成分券代码,成分券名称
2020-03-06,中证消费,600073,上海梅林
2020-03-06,中证消费,600132,重庆啤酒
2020-03-06,中证消费,600298,安琪酵母
2020-03-06,中证消费,600315,上海家化
2020-03-06,中证消费,600438,通威股份
2020-03-06,中证消费,600519,贵州茅台
2020-03-06,中证消费,600597,光明乳业
2020-03-06,中证消费,600598,北大荒
2020-03-06,中证消费,600737,中粮糖业
2020-03-06,中证消费,600779,水井坊
2020-03-06,中证消费,600809,山西汾酒
2020-03-06,中证消费,600811,东方集团
2020-03-06,中证消费,600827,百联股份
2020-03-06,中证消费,600887,伊利股份
2020-03-06,中证消费,601933,永辉超市
2020-03-06,中证消费,603156,养元饮品
2020-03-06,中证消费,603198,迎驾贡酒
2020-03-06,中证消费,603288,海天味业
2020-03-06,中证消费,603317,天味食品
2020-03-06,中证消费,603517,绝味食品
2020-03-06,中证消费,603866,桃李面包
2020-03-06,中证消费,603983,丸美股份
2020-03-06,中证消费,000568,泸州老窖
2020-03-06,中证消费,000596,古井贡酒
2020-03-06,中证消费,000729,燕京啤酒
2020-03-06,中证消费,000848,承德露露
2020-03-06,中证消费,000858,五 粮 液
2020-03-06,中证消费,000869,张  裕Ａ
2020-03-06,中证消费,000876,新 希 望
2020-03-06,中证消费,000895,双汇发展
2020-03-06,中证消费,000930,中粮科技
2020-03-06,中证消费,000998,隆平高科
2020-03-06,中证消费,002304,洋河股份
2020-03-06,中证消费,002311,海大集团
2020-03-06,中证消费,002385,大北农
2020-03-06,中证消费,002505,大康农业
2020-03-06,中证消费,002507,涪陵榨菜
2020-03-06,中证消费,002714,牧原股份
2020-03-06,中证消费,002946,新乳业
2020-03-06,中证消费,300498,温氏股份
