日期,指数名称,成分券代码,成分券名称
2020-03-06,中证700,600004,白云机场
2020-03-06,中证700,600006,东风汽车
2020-03-06,中证700,600008,首创股份
2020-03-06,中证700,600017,日照港
2020-03-06,中证700,600021,上海电力
2020-03-06,中证700,600022,山东钢铁
2020-03-06,中证700,600026,中远海能
2020-03-06,中证700,600027,华电国际
2020-03-06,中证700,600029,南方航空
2020-03-06,中证700,600037,歌华有线
2020-03-06,中证700,600038,中直股份
2020-03-06,中证700,600039,四川路桥
2020-03-06,中证700,600053,九鼎投资
2020-03-06,中证700,600056,中国医药
2020-03-06,中证700,600058,五矿发展
2020-03-06,中证700,600060,海信视像
2020-03-06,中证700,600061,国投资本
2020-03-06,中证700,600062,华润双鹤
2020-03-06,中证700,600064,南京高科
2020-03-06,中证700,600066,宇通客车
2020-03-06,中证700,600068,葛洲坝
2020-03-06,中证700,600073,上海梅林
2020-03-06,中证700,600079,人福医药
2020-03-06,中证700,600085,同仁堂
2020-03-06,中证700,600089,特变电工
2020-03-06,中证700,600094,大名城
2020-03-06,中证700,600098,广州发展
2020-03-06,中证700,600100,同方股份
2020-03-06,中证700,600109,国金证券
2020-03-06,中证700,600111,北方稀土
2020-03-06,中证700,600118,中国卫星
2020-03-06,中证700,600120,浙江东方
2020-03-06,中证700,600125,铁龙物流
2020-03-06,中证700,600126,杭钢股份
2020-03-06,中证700,600132,重庆啤酒
2020-03-06,中证700,600138,中青旅
2020-03-06,中证700,600141,兴发集团
2020-03-06,中证700,600143,金发科技
2020-03-06,中证700,600150,中国船舶
2020-03-06,中证700,600153,建发股份
2020-03-06,中证700,600155,华创阳安
2020-03-06,中证700,600158,中体产业
2020-03-06,中证700,600160,巨化股份
2020-03-06,中证700,600161,天坛生物
2020-03-06,中证700,600166,福田汽车
2020-03-06,中证700,600167,联美控股
2020-03-06,中证700,600170,上海建工
2020-03-06,中证700,600171,上海贝岭
2020-03-06,中证700,600176,中国巨石
2020-03-06,中证700,600177,雅戈尔
2020-03-06,中证700,600183,生益科技
2020-03-06,中证700,600188,兖州煤业
2020-03-06,中证700,600195,中牧股份
2020-03-06,中证700,600196,复星医药
2020-03-06,中证700,600201,生物股份
2020-03-06,中证700,600208,新湖中宝
2020-03-06,中证700,600216,浙江医药
2020-03-06,中证700,600219,南山铝业
2020-03-06,中证700,600221,海航控股
2020-03-06,中证700,600233,圆通速递
2020-03-06,中证700,600256,广汇能源
2020-03-06,中证700,600258,首旅酒店
2020-03-06,中证700,600259,广晟有色
2020-03-06,中证700,600260,凯乐科技
2020-03-06,中证700,600266,城建发展
2020-03-06,中证700,600271,航天信息
2020-03-06,中证700,600273,嘉化能源
2020-03-06,中证700,600277,亿利洁能
2020-03-06,中证700,600282,南钢股份
2020-03-06,中证700,600291,西水股份
2020-03-06,中证700,600297,广汇汽车
2020-03-06,中证700,600298,安琪酵母
2020-03-06,中证700,600299,安迪苏
2020-03-06,中证700,600307,酒钢宏兴
2020-03-06,中证700,600312,平高电气
2020-03-06,中证700,600315,上海家化
2020-03-06,中证700,600316,洪都航空
2020-03-06,中证700,600317,营口港
2020-03-06,中证700,600325,华发股份
2020-03-06,中证700,600329,中新药业
2020-03-06,中证700,600332,白云山
2020-03-06,中证700,600335,国机汽车
2020-03-06,中证700,600338,西藏珠峰
2020-03-06,中证700,600339,中油工程
2020-03-06,中证700,600348,阳泉煤业
2020-03-06,中证700,600350,山东高速
2020-03-06,中证700,600352,浙江龙盛
2020-03-06,中证700,600362,江西铜业
2020-03-06,中证700,600369,西南证券
2020-03-06,中证700,600372,中航电子
2020-03-06,中证700,600373,中文传媒
2020-03-06,中证700,600376,首开股份
2020-03-06,中证700,600380,健康元
2020-03-06,中证700,600383,金地集团
2020-03-06,中证700,600388,龙净环保
2020-03-06,中证700,600390,五矿资本
2020-03-06,中证700,600392,盛和资源
2020-03-06,中证700,600398,海澜之家
2020-03-06,中证700,600409,三友化工
2020-03-06,中证700,600410,华胜天成
2020-03-06,中证700,600415,小商品城
2020-03-06,中证700,600418,江淮汽车
2020-03-06,中证700,600426,华鲁恒升
2020-03-06,中证700,600428,中远海特
2020-03-06,中证700,600435,北方导航
2020-03-06,中证700,600436,片仔癀
2020-03-06,中证700,600438,通威股份
2020-03-06,中证700,600446,金证股份
2020-03-06,中证700,600460,士兰微
