日期,指数名称,成分券代码,成分券名称
2020-03-06,上证中盘,600004,白云机场
2020-03-06,上证中盘,600010,包钢股份
2020-03-06,上证中盘,600011,华能国际
2020-03-06,上证中盘,600015,华夏银行
2020-03-06,上证中盘,600018,上港集团
2020-03-06,上证中盘,600019,宝钢股份
2020-03-06,上证中盘,600025,华能水电
2020-03-06,上证中盘,600029,南方航空
2020-03-06,上证中盘,600038,中直股份
2020-03-06,上证中盘,600061,国投资本
2020-03-06,上证中盘,600066,宇通客车
2020-03-06,上证中盘,600068,葛洲坝
2020-03-06,上证中盘,600085,同仁堂
2020-03-06,上证中盘,600089,特变电工
2020-03-06,上证中盘,600109,国金证券
2020-03-06,上证中盘,600111,北方稀土
2020-03-06,上证中盘,600115,东方航空
2020-03-06,上证中盘,600118,中国卫星
2020-03-06,上证中盘,600150,中国船舶
2020-03-06,上证中盘,600155,华创阳安
2020-03-06,上证中盘,600176,中国巨石
2020-03-06,上证中盘,600177,雅戈尔
2020-03-06,上证中盘,600183,生益科技
2020-03-06,上证中盘,600188,兖州煤业
2020-03-06,上证中盘,600201,生物股份
2020-03-06,上证中盘,600208,新湖中宝
2020-03-06,上证中盘,600271,航天信息
2020-03-06,上证中盘,600297,广汇汽车
2020-03-06,上证中盘,600298,安琪酵母
2020-03-06,上证中盘,600332,白云山
2020-03-06,上证中盘,600346,恒力石化
2020-03-06,上证中盘,600352,浙江龙盛
2020-03-06,上证中盘,600362,江西铜业
2020-03-06,上证中盘,600383,金地集团
2020-03-06,上证中盘,600398,海澜之家
2020-03-06,上证中盘,600406,国电南瑞
2020-03-06,上证中盘,600426,华鲁恒升
2020-03-06,上证中盘,600436,片仔癀
2020-03-06,上证中盘,600438,通威股份
2020-03-06,上证中盘,600487,亨通光电
2020-03-06,上证中盘,600489,中金黄金
2020-03-06,上证中盘,600516,方大炭素
2020-03-06,上证中盘,600522,中天科技
2020-03-06,上证中盘,600528,中铁工业
2020-03-06,上证中盘,600535,天士力
2020-03-06,上证中盘,600570,恒生电子
2020-03-06,上证中盘,600572,康恩贝
2020-03-06,上证中盘,600588,用友网络
2020-03-06,上证中盘,600598,北大荒
2020-03-06,上证中盘,600600,青岛啤酒
2020-03-06,上证中盘,600604,市北高新
2020-03-06,上证中盘,600606,绿地控股
2020-03-06,上证中盘,600635,大众公用
2020-03-06,上证中盘,600637,东方明珠
2020-03-06,上证中盘,600643,爱建集团
2020-03-06,上证中盘,600660,福耀玻璃
2020-03-06,上证中盘,600699,均胜电子
2020-03-06,上证中盘,600705,中航资本
2020-03-06,上证中盘,600733,北汽蓝谷
2020-03-06,上证中盘,600741,华域汽车
2020-03-06,上证中盘,600760,中航沈飞
2020-03-06,上证中盘,600795,国电电力
2020-03-06,上证中盘,600809,山西汾酒
2020-03-06,上证中盘,600816,安信信托
2020-03-06,上证中盘,600848,上海临港
2020-03-06,上证中盘,600867,通化东宝
2020-03-06,上证中盘,600872,中炬高新
2020-03-06,上证中盘,600875,东方电气
2020-03-06,上证中盘,600886,国投电力
2020-03-06,上证中盘,600893,航发动力
2020-03-06,上证中盘,600895,张江高科
2020-03-06,上证中盘,600900,长江电力
2020-03-06,上证中盘,600909,华安证券
2020-03-06,上证中盘,600919,江苏银行
2020-03-06,上证中盘,600926,杭州银行
2020-03-06,上证中盘,600928,西安银行
2020-03-06,上证中盘,600958,东方证券
2020-03-06,上证中盘,600968,海油发展
2020-03-06,上证中盘,600977,中国电影
2020-03-06,上证中盘,600989,宝丰能源
2020-03-06,上证中盘,600999,招商证券
2020-03-06,上证中盘,601006,大秦铁路
2020-03-06,上证中盘,601009,南京银行
2020-03-06,上证中盘,601099,太平洋
2020-03-06,上证中盘,601108,财通证券
2020-03-06,上证中盘,601155,新城控股
2020-03-06,上证中盘,601162,天风证券
2020-03-06,上证中盘,601169,北京银行
2020-03-06,上证中盘,601198,东兴证券
2020-03-06,上证中盘,601225,陕西煤业
2020-03-06,上证中盘,601229,上海银行
2020-03-06,上证中盘,601233,桐昆股份
2020-03-06,上证中盘,601238,广汽集团
2020-03-06,上证中盘,601298,青岛港
2020-03-06,上证中盘,601377,兴业证券
2020-03-06,上证中盘,601555,东吴证券
2020-03-06,上证中盘,601577,长沙银行
2020-03-06,上证中盘,601598,中国外运
2020-03-06,上证中盘,601600,中国铝业
2020-03-06,上证中盘,601607,上海医药
2020-03-06,上证中盘,601615,明阳智能
2020-03-06,上证中盘,601618,中国中冶
2020-03-06,上证中盘,601633,长城汽车
2020-03-06,上证中盘,601669,中国电建
2020-03-06,上证中盘,601698,中国卫通
2020-03-06,上证中盘,601727,上海电气
2020-03-06,上证中盘,601788,光大证券
2020-03-06,上证中盘,601800,中国交建
2020-03-06,上证中盘,601838,成都银行
2020-03-06,上证中盘,601860,紫金银行
2020-03-06,上证中盘,601877,正泰电器
2020-03-06,上证中盘,601878,浙商证券
2020-03-06,上证中盘,601881,中国银河
2020-03-06,上证中盘,601899,紫金矿业
2020-03-06,上证中盘,601901,方正证券
2020-03-06,上证中盘,601933,永辉超市
2020-03-06,上证中盘,601985,中国核电
2020-03-06,上证中盘,601990,南京证券
2020-03-06,上证中盘,601997,贵阳银行
2020-03-06,上证中盘,601998,中信银行
2020-03-06,上证中盘,603019,中科曙光
2020-03-06,上证中盘,603160,汇顶科技
2020-03-06,上证中盘,603288,海天味业
2020-03-06,上证中盘,603317,天味食品
2020-03-06,上证中盘,603369,今世缘
2020-03-06,上证中盘,603589,口子窖
2020-03-06,上证中盘,603799,华友钴业
2020-03-06,上证中盘,603833,欧派家居
2020-03-06,上证中盘,603983,丸美股份
2020-03-06,上证中盘,603986,兆易创新
