日期,指数名称,成分券代码,成分券名称
2020-03-06,中型综指,600051,宁波联合
2020-03-06,中型综指,600052,浙江广厦
2020-03-06,中型综指,600053,九鼎投资
2020-03-06,中型综指,600055,万东医疗
2020-03-06,中型综指,600071,凤凰光学
2020-03-06,中型综指,600080,金花股份
2020-03-06,中型综指,600081,东风科技
2020-03-06,中型综指,600082,海泰发展
2020-03-06,中型综指,600083,博信股份
2020-03-06,中型综指,600088,中视传媒
2020-03-06,中型综指,600097,开创国际
2020-03-06,中型综指,600099,林海股份
2020-03-06,中型综指,600101,明星电力
2020-03-06,中型综指,600107,美尔雅
2020-03-06,中型综指,600112,ST天成
2020-03-06,中型综指,600113,浙江东日
2020-03-06,中型综指,600116,三峡水利
2020-03-06,中型综指,600119,*ST长投
2020-03-06,中型综指,600127,金健米业
2020-03-06,中型综指,600128,弘业股份
2020-03-06,中型综指,600130,波导股份
2020-03-06,中型综指,600131,国网信通
2020-03-06,中型综指,600135,乐凯胶片
2020-03-06,中型综指,600146,商赢环球
2020-03-06,中型综指,600148,长春一东
2020-03-06,中型综指,600152,维科技术
2020-03-06,中型综指,600156,华升股份
2020-03-06,中型综指,600158,中体产业
2020-03-06,中型综指,600159,大龙地产
2020-03-06,中型综指,600163,中闽能源
2020-03-06,中型综指,600165,新日恒力
2020-03-06,中型综指,600168,武汉控股
2020-03-06,中型综指,600171,上海贝岭
2020-03-06,中型综指,600178,东安动力
2020-03-06,中型综指,600182,佳通轮胎
2020-03-06,中型综指,600186,*ST莲花
2020-03-06,中型综指,600187,国中水务
2020-03-06,中型综指,600199,金种子酒
2020-03-06,中型综指,600202,哈空调
2020-03-06,中型综指,600207,安彩高科
2020-03-06,中型综指,600211,西藏药业
2020-03-06,中型综指,600213,亚星客车
2020-03-06,中型综指,600215,长春经开
2020-03-06,中型综指,600218,全柴动力
2020-03-06,中型综指,600222,太龙药业
2020-03-06,中型综指,600226,瀚叶股份
2020-03-06,中型综指,600232,金鹰股份
2020-03-06,中型综指,600235,民丰特纸
2020-03-06,中型综指,600237,铜峰电子
2020-03-06,中型综指,600238,ST椰岛
2020-03-06,中型综指,600241,时代万恒
2020-03-06,中型综指,600243,青海华鼎
2020-03-06,中型综指,600249,两面针
2020-03-06,中型综指,600250,南纺股份
2020-03-06,中型综指,600257,大湖股份
2020-03-06,中型综指,600259,广晟有色
2020-03-06,中型综指,600262,北方股份
2020-03-06,中型综指,600272,开开实业
2020-03-06,中型综指,600281,太化股份
2020-03-06,中型综指,600283,钱江水利
2020-03-06,中型综指,600289,*ST信通
2020-03-06,中型综指,600302,标准股份
2020-03-06,中型综指,600306,商业城
2020-03-06,中型综指,600318,新力金融
2020-03-06,中型综指,600319,ST亚星
2020-03-06,中型综指,600353,旭光股份
2020-03-06,中型综指,600354,敦煌种业
2020-03-06,中型综指,600356,恒丰纸业
2020-03-06,中型综指,600359,新农开发
2020-03-06,中型综指,600365,通葡股份
2020-03-06,中型综指,600367,红星发展
2020-03-06,中型综指,600370,三房巷
2020-03-06,中型综指,600379,宝光股份
2020-03-06,中型综指,600382,广东明珠
2020-03-06,中型综指,600389,江山股份
2020-03-06,中型综指,600391,航发科技
2020-03-06,中型综指,600405,动力源
2020-03-06,中型综指,600419,天润乳业
2020-03-06,中型综指,600444,国机通用
2020-03-06,中型综指,600452,涪陵电力
2020-03-06,中型综指,600459,贵研铂业
2020-03-06,中型综指,600463,空港股份
