日期,指数名称,成分券代码,成分券名称
2020-03-06,细分农业,600108,亚盛集团
2020-03-06,细分农业,600251,冠农股份
2020-03-06,细分农业,600438,通威股份
2020-03-06,细分农业,600467,好当家
2020-03-06,细分农业,600598,北大荒
2020-03-06,细分农业,600737,中粮糖业
2020-03-06,细分农业,600975,新五丰
2020-03-06,细分农业,601118,海南橡胶
2020-03-06,细分农业,601952,苏垦农发
2020-03-06,细分农业,603336,宏辉果蔬
2020-03-06,细分农业,603345,安井食品
2020-03-06,细分农业,603363,傲农生物
2020-03-06,细分农业,603517,绝味食品
2020-03-06,细分农业,603609,禾丰牧业
2020-03-06,细分农业,000505,京粮控股
2020-03-06,细分农业,000529,广弘控股
2020-03-06,细分农业,000592,平潭发展
2020-03-06,细分农业,000639,西王食品
2020-03-06,细分农业,000735,罗牛山
2020-03-06,细分农业,000876,新 希 望
2020-03-06,细分农业,000895,双汇发展
2020-03-06,细分农业,000998,隆平高科
2020-03-06,细分农业,002041,登海种业
2020-03-06,细分农业,002100,天康生物
2020-03-06,细分农业,002124,天邦股份
2020-03-06,细分农业,002157,正邦科技
2020-03-06,细分农业,002234,民和股份
2020-03-06,细分农业,002299,圣农发展
2020-03-06,细分农业,002311,海大集团
2020-03-06,细分农业,002321,华英农业
2020-03-06,细分农业,002385,大北农
2020-03-06,细分农业,002458,益生股份
2020-03-06,细分农业,002515,金字火腿
2020-03-06,细分农业,002548,金新农
2020-03-06,细分农业,002557,洽洽食品
2020-03-06,细分农业,002567,唐人神
2020-03-06,细分农业,002582,好想你
2020-03-06,细分农业,002679,福建金森
2020-03-06,细分农业,002695,煌上煌
2020-03-06,细分农业,002714,牧原股份
2020-03-06,细分农业,002726,龙大肉食
2020-03-06,细分农业,002746,仙坛股份
2020-03-06,细分农业,002840,华统股份
2020-03-06,细分农业,300087,荃银高科
2020-03-06,细分农业,300094,国联水产
2020-03-06,细分农业,300138,晨光生物
2020-03-06,细分农业,300189,神农科技
2020-03-06,细分农业,300498,温氏股份
2020-03-06,细分农业,300673,佩蒂股份
2020-03-06,细分农业,300761,立华股份
