日期,指数名称,成分券代码,成分券名称
2020-03-06,新兴成指,600025,华能水电
2020-03-06,新兴成指,600031,三一重工
2020-03-06,新兴成指,600111,北方稀土
2020-03-06,新兴成指,600161,天坛生物
2020-03-06,新兴成指,600183,生益科技
2020-03-06,新兴成指,600196,复星医药
2020-03-06,新兴成指,600276,恒瑞医药
2020-03-06,新兴成指,600309,万华化学
2020-03-06,新兴成指,600332,白云山
2020-03-06,新兴成指,600436,片仔癀
2020-03-06,新兴成指,600487,亨通光电
2020-03-06,新兴成指,600507,方大特钢
2020-03-06,新兴成指,600522,中天科技
2020-03-06,新兴成指,600570,恒生电子
2020-03-06,新兴成指,600588,用友网络
2020-03-06,新兴成指,600673,东阳光
2020-03-06,新兴成指,600745,闻泰科技
2020-03-06,新兴成指,601012,隆基股份
2020-03-06,新兴成指,601100,恒立液压
2020-03-06,新兴成指,601231,环旭电子
2020-03-06,新兴成指,601330,绿色动力
2020-03-06,新兴成指,601615,明阳智能
2020-03-06,新兴成指,601877,正泰电器
2020-03-06,新兴成指,601985,中国核电
2020-03-06,新兴成指,603000,人民网
2020-03-06,新兴成指,603019,中科曙光
2020-03-06,新兴成指,603160,汇顶科技
2020-03-06,新兴成指,603236,移远通信
2020-03-06,新兴成指,603259,药明康德
2020-03-06,新兴成指,603338,浙江鼎力
2020-03-06,新兴成指,603444,吉比特
2020-03-06,新兴成指,603508,思维列控
2020-03-06,新兴成指,000049,德赛电池
2020-03-06,新兴成指,000066,中国长城
2020-03-06,新兴成指,000157,中联重科
2020-03-06,新兴成指,000661,长春高新
2020-03-06,新兴成指,000963,华东医药
2020-03-06,新兴成指,000977,浪潮信息
2020-03-06,新兴成指,002007,华兰生物
2020-03-06,新兴成指,002038,双鹭药业
2020-03-06,新兴成指,002049,紫光国微
2020-03-06,新兴成指,002099,海翔药业
2020-03-06,新兴成指,002179,中航光电
2020-03-06,新兴成指,002195,二三四五
2020-03-06,新兴成指,002202,金风科技
2020-03-06,新兴成指,002230,科大讯飞
2020-03-06,新兴成指,002236,大华股份
2020-03-06,新兴成指,002271,东方雨虹
2020-03-06,新兴成指,002353,杰瑞股份
2020-03-06,新兴成指,002371,北方华创
2020-03-06,新兴成指,002373,千方科技
2020-03-06,新兴成指,002384,东山精密
2020-03-06,新兴成指,002399,海普瑞
2020-03-06,新兴成指,002402,和而泰
2020-03-06,新兴成指,002408,齐翔腾达
2020-03-06,新兴成指,002410,广联达
2020-03-06,新兴成指,002415,海康威视
2020-03-06,新兴成指,002439,启明星辰
2020-03-06,新兴成指,002555,三七互娱
2020-03-06,新兴成指,002602,世纪华通
2020-03-06,新兴成指,002648,卫星石化
2020-03-06,新兴成指,002653,海思科
2020-03-06,新兴成指,002821,凯莱英
2020-03-06,新兴成指,002841,视源股份
2020-03-06,新兴成指,002916,深南电路
2020-03-06,新兴成指,300003,乐普医疗
2020-03-06,新兴成指,300014,亿纬锂能
2020-03-06,新兴成指,300033,同花顺
2020-03-06,新兴成指,300122,智飞生物
2020-03-06,新兴成指,300124,汇川技术
2020-03-06,新兴成指,300130,新国都
2020-03-06,新兴成指,300136,信维通信
2020-03-06,新兴成指,300142,沃森生物
2020-03-06,新兴成指,300166,东方国信
2020-03-06,新兴成指,300170,汉得信息
2020-03-06,新兴成指,300253,卫宁健康
2020-03-06,新兴成指,300285,国瓷材料
2020-03-06,新兴成指,300357,我武生物
2020-03-06,新兴成指,300379,东方通
2020-03-06,新兴成指,300383,光环新网
2020-03-06,新兴成指,300450,先导智能
2020-03-06,新兴成指,300454,深信服
2020-03-06,新兴成指,300496,中科创达
2020-03-06,新兴成指,300570,太辰光
2020-03-06,新兴成指,300595,欧普康视
2020-03-06,新兴成指,300628,亿联网络
2020-03-06,新兴成指,300638,广和通
2020-03-06,新兴成指,300674,宇信科技
2020-03-06,新兴成指,300682,朗新科技
2020-03-06,新兴成指,300699,光威复材
2020-03-06,新兴成指,300726,宏达电子
2020-03-06,新兴成指,300735,光弘科技
2020-03-06,新兴成指,300747,锐科激光
2020-03-06,新兴成指,300750,宁德时代
2020-03-06,新兴成指,300751,迈为股份
2020-03-06,新兴成指,300759,康龙化成
2020-03-06,新兴成指,300775,三角防务
2020-03-06,新兴成指,300776,帝尔激光
2020-03-06,新兴成指,300777,中简科技
2020-03-06,新兴成指,300782,卓胜微
