日期,指数名称,成分券代码,成分券名称
2020-03-06,300R成长,600004,白云机场
2020-03-06,300R成长,600009,上海机场
2020-03-06,300R成长,600010,包钢股份
2020-03-06,300R成长,600018,上港集团
2020-03-06,300R成长,600025,华能水电
2020-03-06,300R成长,600030,中信证券
2020-03-06,300R成长,600031,三一重工
2020-03-06,300R成长,600038,中直股份
2020-03-06,300R成长,600061,国投资本
2020-03-06,300R成长,600085,同仁堂
2020-03-06,300R成长,600100,同方股份
2020-03-06,300R成长,600109,国金证券
2020-03-06,300R成长,600111,北方稀土
2020-03-06,300R成长,600115,东方航空
2020-03-06,300R成长,600118,中国卫星
2020-03-06,300R成长,600153,建发股份
2020-03-06,300R成长,600176,中国巨石
2020-03-06,300R成长,600183,生益科技
2020-03-06,300R成长,600188,兖州煤业
2020-03-06,300R成长,600196,复星医药
2020-03-06,300R成长,600233,圆通速递
2020-03-06,300R成长,600271,航天信息
2020-03-06,300R成长,600276,恒瑞医药
2020-03-06,300R成长,600299,安迪苏
2020-03-06,300R成长,600309,万华化学
2020-03-06,300R成长,600332,白云山
2020-03-06,300R成长,600340,华夏幸福
2020-03-06,300R成长,600346,恒力石化
2020-03-06,300R成长,600352,浙江龙盛
2020-03-06,300R成长,600369,西南证券
2020-03-06,300R成长,600372,中航电子
2020-03-06,300R成长,600406,国电南瑞
2020-03-06,300R成长,600436,片仔癀
2020-03-06,300R成长,600438,通威股份
2020-03-06,300R成长,600482,中国动力
2020-03-06,300R成长,600487,亨通光电
2020-03-06,300R成长,600489,中金黄金
2020-03-06,300R成长,600498,烽火通信
2020-03-06,300R成长,600516,方大炭素
2020-03-06,300R成长,600519,贵州茅台
2020-03-06,300R成长,600522,中天科技
2020-03-06,300R成长,600535,天士力
2020-03-06,300R成长,600547,山东黄金
2020-03-06,300R成长,600566,济川药业
2020-03-06,300R成长,600570,恒生电子
2020-03-06,300R成长,600583,海油工程
2020-03-06,300R成长,600585,海螺水泥
2020-03-06,300R成长,600588,用友网络
2020-03-06,300R成长,600606,绿地控股
2020-03-06,300R成长,600637,东方明珠
2020-03-06,300R成长,600655,豫园股份
2020-03-06,300R成长,600663,陆家嘴
2020-03-06,300R成长,600690,海尔智家
2020-03-06,300R成长,600703,三安光电
2020-03-06,300R成长,600705,中航资本
2020-03-06,300R成长,600733,北汽蓝谷
2020-03-06,300R成长,600760,中航沈飞
2020-03-06,300R成长,600809,山西汾酒
2020-03-06,300R成长,600816,安信信托
2020-03-06,300R成长,600837,海通证券
2020-03-06,300R成长,600848,上海临港
2020-03-06,300R成长,600867,通化东宝
2020-03-06,300R成长,600887,伊利股份
2020-03-06,300R成长,600893,航发动力
2020-03-06,300R成长,600928,西安银行
2020-03-06,300R成长,600958,东方证券
2020-03-06,300R成长,600968,海油发展
2020-03-06,300R成长,600977,中国电影
2020-03-06,300R成长,600989,宝丰能源
2020-03-06,300R成长,600998,九州通
2020-03-06,300R成长,601012,隆基股份
2020-03-06,300R成长,601018,宁波港
2020-03-06,300R成长,601021,春秋航空
2020-03-06,300R成长,601066,中信建投
2020-03-06,300R成长,601108,财通证券
2020-03-06,300R成长,601138,工业富联
2020-03-06,300R成长,601155,新城控股
2020-03-06,300R成长,601162,天风证券
2020-03-06,300R成长,601198,东兴证券
2020-03-06,300R成长,601212,白银有色
2020-03-06,300R成长,601216,君正集团
2020-03-06,300R成长,601225,陕西煤业
2020-03-06,300R成长,601236,红塔证券
2020-03-06,300R成长,601298,青岛港
2020-03-06,300R成长,601318,中国平安
2020-03-06,300R成长,601319,中国人保
2020-03-06,300R成长,601336,新华保险
2020-03-06,300R成长,601360,三六零
2020-03-06,300R成长,601555,东吴证券
2020-03-06,300R成长,601600,中国铝业
2020-03-06,300R成长,601607,上海医药
2020-03-06,300R成长,601628,中国人寿
2020-03-06,300R成长,601688,华泰证券
2020-03-06,300R成长,601698,中国卫通
2020-03-06,300R成长,601727,上海电气
2020-03-06,300R成长,601766,中国中车
