日期,指数名称,成分券代码,成分券名称
2020-03-06,银河99,600000,浦发银行
2020-03-06,银河99,600009,上海机场
2020-03-06,银河99,600010,包钢股份
2020-03-06,银河99,600015,华夏银行
2020-03-06,银河99,600016,民生银行
2020-03-06,银河99,600030,中信证券
2020-03-06,银河99,600031,三一重工
2020-03-06,银河99,600036,招商银行
2020-03-06,银河99,600048,保利地产
2020-03-06,银河99,600050,中国联通
2020-03-06,银河99,600104,上汽集团
2020-03-06,银河99,600111,北方稀土
2020-03-06,银河99,600276,恒瑞医药
2020-03-06,银河99,600309,万华化学
2020-03-06,银河99,600340,华夏幸福
2020-03-06,银河99,600352,浙江龙盛
2020-03-06,银河99,600383,金地集团
2020-03-06,银河99,600406,国电南瑞
2020-03-06,银河99,600436,片仔癀
2020-03-06,银河99,600438,通威股份
2020-03-06,银河99,600516,方大炭素
2020-03-06,银河99,600519,贵州茅台
2020-03-06,银河99,600570,恒生电子
2020-03-06,银河99,600585,海螺水泥
2020-03-06,银河99,600588,用友网络
2020-03-06,银河99,600606,绿地控股
2020-03-06,银河99,600660,福耀玻璃
2020-03-06,银河99,600690,海尔智家
2020-03-06,银河99,600705,中航资本
2020-03-06,银河99,600760,中航沈飞
2020-03-06,银河99,600809,山西汾酒
2020-03-06,银河99,600837,海通证券
2020-03-06,银河99,600886,国投电力
2020-03-06,银河99,600887,伊利股份
2020-03-06,银河99,600900,长江电力
2020-03-06,银河99,600919,江苏银行
2020-03-06,银河99,600958,东方证券
2020-03-06,银河99,600999,招商证券
2020-03-06,银河99,601006,大秦铁路
2020-03-06,银河99,601009,南京银行
2020-03-06,银河99,601012,隆基股份
2020-03-06,银河99,601088,中国神华
2020-03-06,银河99,601155,新城控股
2020-03-06,银河99,601166,兴业银行
2020-03-06,银河99,601169,北京银行
2020-03-06,银河99,601186,中国铁建
2020-03-06,银河99,601225,陕西煤业
2020-03-06,银河99,601229,上海银行
2020-03-06,银河99,601288,农业银行
2020-03-06,银河99,601318,中国平安
2020-03-06,银河99,601328,交通银行
2020-03-06,银河99,601336,新华保险
2020-03-06,银河99,601398,工商银行
2020-03-06,银河99,601601,中国太保
2020-03-06,银河99,601628,中国人寿
2020-03-06,银河99,601668,中国建筑
2020-03-06,银河99,601818,光大银行
2020-03-06,银河99,601857,中国石油
2020-03-06,银河99,601888,中国国旅
2020-03-06,银河99,601919,中远海控
2020-03-06,银河99,601933,永辉超市
2020-03-06,银河99,601939,建设银行
2020-03-06,银河99,601988,中国银行
2020-03-06,银河99,603019,中科曙光
2020-03-06,银河99,603288,海天味业
2020-03-06,银河99,000001,平安银行
2020-03-06,银河99,000002,万科Ａ
2020-03-06,银河99,000063,中兴通讯
2020-03-06,银河99,000069,华侨城Ａ
2020-03-06,银河99,000100,TCL科技
2020-03-06,银河99,000157,中联重科
2020-03-06,银河99,000333,美的集团
2020-03-06,银河99,000338,潍柴动力
2020-03-06,银河99,000425,徐工机械
2020-03-06,银河99,000568,泸州老窖
2020-03-06,银河99,000651,格力电器
2020-03-06,银河99,000656,金科股份
2020-03-06,银河99,000661,长春高新
2020-03-06,银河99,000671,阳光城
2020-03-06,银河99,000858,五 粮 液
2020-03-06,银河99,000876,新 希 望
2020-03-06,银河99,000961,中南建设
2020-03-06,银河99,001979,招商蛇口
2020-03-06,银河99,002024,苏宁易购
2020-03-06,银河99,002027,分众传媒
2020-03-06,银河99,002142,宁波银行
2020-03-06,银河99,002146,荣盛发展
2020-03-06,银河99,002230,科大讯飞
2020-03-06,银河99,002236,大华股份
2020-03-06,银河99,002304,洋河股份
2020-03-06,银河99,002311,海大集团
2020-03-06,银河99,002415,海康威视
2020-03-06,银河99,002475,立讯精密
2020-03-06,银河99,300003,乐普医疗
2020-03-06,银河99,300015,爱尔眼科
2020-03-06,银河99,300059,东方财富
2020-03-06,银河99,300136,信维通信
2020-03-06,银河99,300142,沃森生物
2020-03-06,银河99,300413,芒果超媒
