日期,指数名称,成分券代码,成分券名称
2020-03-06,食品饮料,600059,古越龙山
2020-03-06,食品饮料,600073,上海梅林
2020-03-06,食品饮料,600132,重庆啤酒
2020-03-06,食品饮料,600197,伊力特
2020-03-06,食品饮料,600300,维维股份
2020-03-06,食品饮料,600305,恒顺醋业
2020-03-06,食品饮料,600519,贵州茅台
2020-03-06,食品饮料,600559,老白干酒
2020-03-06,食品饮料,600597,光明乳业
2020-03-06,食品饮料,600600,青岛啤酒
2020-03-06,食品饮料,600702,舍得酒业
2020-03-06,食品饮料,600779,水井坊
2020-03-06,食品饮料,600809,山西汾酒
2020-03-06,食品饮料,600872,中炬高新
2020-03-06,食品饮料,600887,伊利股份
2020-03-06,食品饮料,603027,千禾味业
2020-03-06,食品饮料,603043,广州酒家
2020-03-06,食品饮料,603156,养元饮品
2020-03-06,食品饮料,603198,迎驾贡酒
2020-03-06,食品饮料,603288,海天味业
2020-03-06,食品饮料,603317,天味食品
2020-03-06,食品饮料,603345,安井食品
2020-03-06,食品饮料,603369,今世缘
2020-03-06,食品饮料,603517,绝味食品
2020-03-06,食品饮料,603589,口子窖
2020-03-06,食品饮料,603711,香飘飘
2020-03-06,食品饮料,603866,桃李面包
2020-03-06,食品饮料,000568,泸州老窖
2020-03-06,食品饮料,000596,古井贡酒
2020-03-06,食品饮料,000639,西王食品
2020-03-06,食品饮料,000729,燕京啤酒
2020-03-06,食品饮料,000799,酒鬼酒
2020-03-06,食品饮料,000848,承德露露
2020-03-06,食品饮料,000858,五 粮 液
2020-03-06,食品饮料,000860,顺鑫农业
2020-03-06,食品饮料,000869,张  裕Ａ
2020-03-06,食品饮料,000895,双汇发展
2020-03-06,食品饮料,002216,三全食品
2020-03-06,食品饮料,002304,洋河股份
2020-03-06,食品饮料,002461,珠江啤酒
2020-03-06,食品饮料,002481,双塔食品
2020-03-06,食品饮料,002507,涪陵榨菜
2020-03-06,食品饮料,002557,洽洽食品
2020-03-06,食品饮料,002568,百润股份
2020-03-06,食品饮料,002695,煌上煌
2020-03-06,食品饮料,002726,龙大肉食
2020-03-06,食品饮料,002946,新乳业
2020-03-06,食品饮料,300146,汤臣倍健
2020-03-06,食品饮料,300741,华宝股份
2020-03-06,食品饮料,300783,三只松鼠
