日期,指数名称,成分券代码,成分券名称
2020-03-06,国企200,600000,浦发银行
2020-03-06,国企200,600004,白云机场
2020-03-06,国企200,600009,上海机场
2020-03-06,国企200,600010,包钢股份
2020-03-06,国企200,600011,华能国际
2020-03-06,国企200,600015,华夏银行
2020-03-06,国企200,600018,上港集团
2020-03-06,国企200,600019,宝钢股份
2020-03-06,国企200,600021,上海电力
2020-03-06,国企200,600023,浙能电力
2020-03-06,国企200,600025,华能水电
2020-03-06,国企200,600027,华电国际
2020-03-06,国企200,600028,中国石化
2020-03-06,国企200,600029,南方航空
2020-03-06,国企200,600030,中信证券
2020-03-06,国企200,600036,招商银行
2020-03-06,国企200,600038,中直股份
2020-03-06,国企200,600048,保利地产
2020-03-06,国企200,600050,中国联通
2020-03-06,国企200,600061,国投资本
2020-03-06,国企200,600068,葛洲坝
2020-03-06,国企200,600085,同仁堂
2020-03-06,国企200,600104,上汽集团
2020-03-06,国企200,600111,北方稀土
2020-03-06,国企200,600115,东方航空
2020-03-06,国企200,600118,中国卫星
2020-03-06,国企200,600150,中国船舶
2020-03-06,国企200,600153,建发股份
2020-03-06,国企200,600161,天坛生物
2020-03-06,国企200,600170,上海建工
2020-03-06,国企200,600176,中国巨石
2020-03-06,国企200,600183,生益科技
2020-03-06,国企200,600188,兖州煤业
2020-03-06,国企200,600221,海航控股
2020-03-06,国企200,600271,航天信息
2020-03-06,国企200,600299,安迪苏
2020-03-06,国企200,600309,万华化学
2020-03-06,国企200,600332,白云山
2020-03-06,国企200,600339,中油工程
2020-03-06,国企200,600362,江西铜业
2020-03-06,国企200,600369,西南证券
2020-03-06,国企200,600372,中航电子
2020-03-06,国企200,600377,宁沪高速
2020-03-06,国企200,600390,五矿资本
2020-03-06,国企200,600406,国电南瑞
2020-03-06,国企200,600426,华鲁恒升
2020-03-06,国企200,600436,片仔癀
2020-03-06,国企200,600482,中国动力
2020-03-06,国企200,600489,中金黄金
2020-03-06,国企200,600497,驰宏锌锗
2020-03-06,国企200,600498,烽火通信
2020-03-06,国企200,600519,贵州茅台
2020-03-06,国企200,600528,中铁工业
2020-03-06,国企200,600547,山东黄金
2020-03-06,国企200,600583,海油工程
2020-03-06,国企200,600585,海螺水泥
2020-03-06,国企200,600600,青岛啤酒
2020-03-06,国企200,600606,绿地控股
