日期,指数名称,成分券代码,成分券名称
2020-03-06,上证信息,600100,同方股份
2020-03-06,上证信息,600171,上海贝岭
2020-03-06,上证信息,600183,生益科技
2020-03-06,上证信息,600271,航天信息
2020-03-06,上证信息,600410,华胜天成
2020-03-06,上证信息,600446,金证股份
2020-03-06,上证信息,600460,士兰微
2020-03-06,上证信息,600536,中国软件
2020-03-06,上证信息,600562,国睿科技
2020-03-06,上证信息,600563,法拉电子
2020-03-06,上证信息,600570,恒生电子
2020-03-06,上证信息,600584,长电科技
2020-03-06,上证信息,600588,用友网络
2020-03-06,上证信息,600633,浙数文化
2020-03-06,上证信息,600640,号百控股
2020-03-06,上证信息,600667,太极实业
2020-03-06,上证信息,600703,三安光电
2020-03-06,上证信息,600718,东软集团
2020-03-06,上证信息,600728,佳都科技
2020-03-06,上证信息,600764,中国海防
2020-03-06,上证信息,600797,浙大网新
2020-03-06,上证信息,600845,宝信软件
2020-03-06,上证信息,600850,华东电脑
2020-03-06,上证信息,601231,环旭电子
2020-03-06,上证信息,601360,三六零
2020-03-06,上证信息,601519,大智慧
2020-03-06,上证信息,603000,人民网
2020-03-06,上证信息,603019,中科曙光
2020-03-06,上证信息,603025,大豪科技
2020-03-06,上证信息,603039,泛微网络
2020-03-06,上证信息,603068,博通集成
2020-03-06,上证信息,603160,汇顶科技
2020-03-06,上证信息,603220,中贝通信
2020-03-06,上证信息,603228,景旺电子
2020-03-06,上证信息,603256,宏和科技
2020-03-06,上证信息,603327,福蓉科技
2020-03-06,上证信息,603328,依顿电子
2020-03-06,上证信息,603444,吉比特
2020-03-06,上证信息,603501,韦尔股份
2020-03-06,上证信息,603508,思维列控
2020-03-06,上证信息,603678,火炬电子
2020-03-06,上证信息,603888,新华网
2020-03-06,上证信息,603986,兆易创新
