,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,district,fullname,lat,lng,local,name,region
2294,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,2294.0,松江,松江区月亮河碧园(别墅),31.039878,121.19511000000001,"{'lng': 121.19511, 'lat': 31.039878}",月亮河碧园(别墅),松江新城
2295,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,松江,松江区鼎信公寓,31.036271999999997,121.239405,"{'lng': 121.239405, 'lat': 31.036272}",鼎信公寓,松江新城
2296,2296.0,2296.0,2296.0,2296.0,2296.0,2296.0,2296.0,2296.0,2296.0,松江,松江区安信湖畔天地坊,31.039768,121.220298,"{'lng': 121.220298, 'lat': 31.039768}",安信湖畔天地坊,松江新城
2297,2297.0,2297.0,2297.0,2297.0,2297.0,2297.0,2297.0,2297.0,2297.0,松江,松江区原野花园,31.032524,121.196739,"{'lng': 121.196739, 'lat': 31.032524}",原野花园,松江新城
2298,2298.0,2298.0,2298.0,2298.0,2298.0,2298.0,2298.0,2298.0,2298.0,松江,松江区蓝色剑桥,31.046314000000002,121.19438999999998,"{'lng': 121.19439, 'lat': 31.046314}",蓝色剑桥,松江新城
2299,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,松江,松江区茸平苑,31.042907,121.250353,"{'lng': 121.250353, 'lat': 31.042907}",茸平苑,松江新城
2300,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,松江,松江区公捷苑,31.028933000000002,121.23991299999999,"{'lng': 121.239913, 'lat': 31.028933}",公捷苑,松江新城
2301,2301.0,2301.0,2301.0,2301.0,2301.0,2301.0,2301.0,2301.0,2301.0,松江,松江区裕盛豪园(公寓),31.039131,121.244175,"{'lng': 121.244175, 'lat': 31.039131}",裕盛豪园(公寓),松江新城
2302,2302.0,2302.0,2302.0,2302.0,2302.0,2302.0,2302.0,2302.0,2302.0,松江,松江区景怡花苑(别墅),31.047437,121.20518200000001,"{'lng': 121.205182, 'lat': 31.047437}",景怡花苑(别墅),松江新城
2303,2303.0,2303.0,2303.0,2303.0,2303.0,2303.0,2303.0,2303.0,2303.0,松江,松江区大江苑,31.03221,121.248953,"{'lng': 121.248953, 'lat': 31.03221}",大江苑,松江新城
2304,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,松江,松江区红墅1858(别墅),31.039824,121.18611000000001,"{'lng': 121.18611, 'lat': 31.039824}",红墅1858(别墅),松江新城
2305,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,2305.0,松江,松江区古树园,31.07935800000001,120.986548,"{'lng': 120.986548, 'lat': 31.079358}",古树园,松江新城
2306,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,2306.0,松江,松江区东鼎名人府邸,31.044059999999998,121.214575,"{'lng': 121.214575, 'lat': 31.04406}",东鼎名人府邸,松江新城
2307,2307.0,2307.0,2307.0,2307.0,2307.0,2307.0,2307.0,2307.0,2307.0,松江,松江区泰晤士小镇(别墅),31.040315000000003,121.204822,"{'lng': 121.204822, 'lat': 31.040315}",泰晤士小镇(别墅),松江新城
2308,2308.0,2308.0,2308.0,2308.0,2308.0,2308.0,2308.0,2308.0,2308.0,松江,松江区天虹三村,31.036675,121.25198999999999,"{'lng': 121.25199, 'lat': 31.036675}",天虹三村,松江新城
2309,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,2309.0,松江,松江区春峰苑(公寓),31.028856,121.193976,"{'lng': 121.193976, 'lat': 31.028856}",春峰苑(公寓),松江新城
2310,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,松江,松江区上泰绅苑(公寓),31.043657,121.19469299999999,"{'lng': 121.194693, 'lat': 31.043657}",上泰绅苑(公寓),松江新城
2311,2311.0,2311.0,2311.0,2311.0,2311.0,2311.0,2311.0,2311.0,2311.0,松江,松江区檀香花苑(别墅),31.048369,121.22121200000001,"{'lng': 121.221212, 'lat': 31.048369}",檀香花苑(别墅),松江新城
2312,2312.0,2312.0,2312.0,2312.0,2312.0,2312.0,2312.0,2312.0,2312.0,松江,松江区浪琴水岸花园(别墅),31.031622,121.187995,"{'lng': 121.187995, 'lat': 31.031622}",浪琴水岸花园(别墅),松江新城
2313,2313.0,2313.0,2313.0,2313.0,2313.0,2313.0,2313.0,2313.0,2313.0,松江,松江区华亭绿景苑,31.041509,121.242047,"{'lng': 121.242047, 'lat': 31.041509}",华亭绿景苑,松江新城
2314,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,2314.0,松江,松江区久阳文华府邸(别墅),31.046685999999998,121.199729,"{'lng': 121.199729, 'lat': 31.046686}",久阳文华府邸(别墅),松江新城
2315,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,2315.0,松江,松江区皇骐爱丽苑,31.043768,121.24373200000001,"{'lng': 121.243732, 'lat': 31.043768}",皇骐爱丽苑,松江新城
2316,2316.0,2316.0,2316.0,2316.0,2316.0,2316.0,2316.0,2316.0,2316.0,松江,松江区海德名园(别墅),31.033239000000002,121.207853,"{'lng': 121.207853, 'lat': 31.033239}",海德名园(别墅),松江新城
2317,2317.0,2317.0,2317.0,2317.0,2317.0,2317.0,2317.0,2317.0,2317.0,松江,松江区锦桂苑,31.041604,121.240058,"{'lng': 121.240058, 'lat': 31.041604}",锦桂苑,松江新城
2318,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,松江,松江区英郡别院,31.021245,121.22679099999999,"{'lng': 121.226791, 'lat': 31.021245}",英郡别院,松江新城
2319,2319.0,2319.0,2319.0,2319.0,2319.0,2319.0,2319.0,2319.0,2319.0,松江,松江区月亮河桂园(公寓),31.039749,121.19128899999998,"{'lng': 121.191289, 'lat': 31.039749}",月亮河桂园(公寓),松江新城
2320,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,2320.0,松江,松江区天虹六村,31.037740999999997,121.254677,"{'lng': 121.254677, 'lat': 31.037741}",天虹六村,松江新城
2321,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,松江,松江区绿洲华庭苑(公寓),31.036647,121.2255,"{'lng': 121.2255, 'lat': 31.036647}",绿洲华庭苑(公寓),松江新城
2322,2322.0,2322.0,2322.0,2322.0,2322.0,2322.0,2322.0,2322.0,2322.0,松江,松江区润峰苑(别墅),31.029182000000002,121.197585,"{'lng': 121.197585, 'lat': 31.029182}",润峰苑(别墅),松江新城
2323,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,2323.0,松江,松江区昌鑫花园(别墅),31.030184000000002,121.208179,"{'lng': 121.208179, 'lat': 31.030184}",昌鑫花园(别墅),松江新城
2324,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,浦东,浦东新区上钢六村,31.17763900000001,121.49653500000001,"{'lng': 121.496535, 'lat': 31.177639}",上钢六村,世博
2325,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,浦东,浦东新区上钢七村,31.178557,121.49373899999999,"{'lng': 121.493739, 'lat': 31.178557}",上钢七村,世博
2326,2326.0,2326.0,2326.0,2326.0,2326.0,2326.0,2326.0,2326.0,2326.0,浦东,浦东新区云台一小区,31.18057,121.51276000000001,"{'lng': 121.51276, 'lat': 31.18057}",云台一小区,世博
2327,2327.0,2327.0,2327.0,2327.0,2327.0,2327.0,2327.0,2327.0,2327.0,浦东,浦东新区云台苑,31.187191,121.50719699999999,"{'lng': 121.507197, 'lat': 31.187191}",云台苑,世博
2328,2328.0,2328.0,2328.0,2328.0,2328.0,2328.0,2328.0,2328.0,2328.0,浦东,浦东新区上南九村,31.175858,121.504815,"{'lng': 121.504815, 'lat': 31.175858}",上南九村,世博
2329,2329.0,2329.0,2329.0,2329.0,2329.0,2329.0,2329.0,2329.0,2329.0,浦东,浦东新区齐二小区,31.189559999999997,121.520496,"{'lng': 121.520496, 'lat': 31.18956}",齐二小区,世博
2330,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,2330.0,浦东,浦东新区凯德嘉博名邸,31.191457,121.528695,"{'lng': 121.528695, 'lat': 31.191457}",凯德嘉博名邸,世博
2331,2331.0,2331.0,2331.0,2331.0,2331.0,2331.0,2331.0,2331.0,2331.0,浦东,浦东新区昌四小区,31.183371,121.520742,"{'lng': 121.520742, 'lat': 31.183371}",昌四小区,世博
2332,2332.0,2332.0,2332.0,2332.0,2332.0,2332.0,2332.0,2332.0,2332.0,浦东,浦东新区上南一村,31.183942,121.50453200000001,"{'lng': 121.504532, 'lat': 31.183942}",上南一村,世博
2333,2333.0,2333.0,2333.0,2333.0,2333.0,2333.0,2333.0,2333.0,2333.0,浦东,浦东新区上南三村,31.179481,121.50431299999998,"{'lng': 121.504313, 'lat': 31.179481}",上南三村,世博
2334,2334.0,2334.0,2334.0,2334.0,2334.0,2334.0,2334.0,2334.0,2334.0,浦东,浦东新区济阳二村,31.176977,121.488351,"{'lng': 121.488351, 'lat': 31.176977}",济阳二村,世博
2335,2335.0,2335.0,2335.0,2335.0,2335.0,2335.0,2335.0,2335.0,2335.0,浦东,浦东新区新世纪花苑(二期)(浦东),31.181029,121.49069399999999,"{'lng': 121.490694, 'lat': 31.181029}",新世纪花苑(二期)(浦东),世博
2336,2336.0,2336.0,2336.0,2336.0,2336.0,2336.0,2336.0,2336.0,2336.0,浦东,浦东新区云台二小区,31.180143,121.515023,"{'lng': 121.515023, 'lat': 31.180143}",云台二小区,世博
2337,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,浦东,浦东新区洪高小区,31.181409999999996,121.505371,"{'lng': 121.505371, 'lat': 31.18141}",洪高小区,世博
2338,2338.0,2338.0,2338.0,2338.0,2338.0,2338.0,2338.0,2338.0,2338.0,浦东,浦东新区上南花苑(三期),31.186264,121.51033400000001,"{'lng': 121.510334, 'lat': 31.186264}",上南花苑(三期),世博
2339,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,2339.0,浦东,浦东新区德州一村,31.174840000000003,121.501525,"{'lng': 121.501525, 'lat': 31.17484}",德州一村,世博
2340,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,浦东,浦东新区明珠花苑(浦东),31.174853999999996,121.489879,"{'lng': 121.489879, 'lat': 31.174854}",明珠花苑(浦东),世博
2341,2341.0,2341.0,2341.0,2341.0,2341.0,2341.0,2341.0,2341.0,2341.0,浦东,浦东新区济阳一村,31.170921000000003,121.489562,"{'lng': 121.489562, 'lat': 31.170921}",济阳一村,世博
2342,2342.0,2342.0,2342.0,2342.0,2342.0,2342.0,2342.0,2342.0,2342.0,浦东,浦东新区新世纪花苑(一期)(浦东),31.181029,121.49069399999999,"{'lng': 121.490694, 'lat': 31.181029}",新世纪花苑(一期)(浦东),世博
2343,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,2343.0,浦东,浦东新区上南大厦,31.187812,121.50811999999999,"{'lng': 121.50812, 'lat': 31.187812}",上南大厦,世博
2344,2344.0,2344.0,2344.0,2344.0,2344.0,2344.0,2344.0,2344.0,2344.0,浦东,浦东新区齐河花苑,31.187044,121.52336799999999,"{'lng': 121.523368, 'lat': 31.187044}",齐河花苑,世博
2345,2345.0,2345.0,2345.0,2345.0,2345.0,2345.0,2345.0,2345.0,2345.0,浦东,浦东新区德州五村,31.172527000000002,121.501884,"{'lng': 121.501884, 'lat': 31.172527}",德州五村,世博
2346,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,浦东,浦东新区上南六村,31.183179,121.507853,"{'lng': 121.507853, 'lat': 31.183179}",上南六村,世博
2347,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,浦东,浦东新区昌七小区,31.180428999999997,121.521781,"{'lng': 121.521781, 'lat': 31.180429}",昌七小区,世博
2348,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,2348.0,浦东,浦东新区上南十二村,31.17425900000001,121.511772,"{'lng': 121.511772, 'lat': 31.174259}",上南十二村,世博
2349,2349.0,2349.0,2349.0,2349.0,2349.0,2349.0,2349.0,2349.0,2349.0,浦东,浦东新区雪野二村,31.187284000000002,121.504577,"{'lng': 121.504577, 'lat': 31.187284}",雪野二村,世博
2350,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,浦东,浦东新区德州二村,31.175046999999996,121.49863,"{'lng': 121.49863, 'lat': 31.175047}",德州二村,世博
2351,2351.0,2351.0,2351.0,2351.0,2351.0,2351.0,2351.0,2351.0,2351.0,浦东,浦东新区恒大小区,31.177004999999998,121.514765,"{'lng': 121.514765, 'lat': 31.177005}",恒大小区,世博
2352,2352.0,2352.0,2352.0,2352.0,2352.0,2352.0,2352.0,2352.0,2352.0,浦东,浦东新区上南十村,31.178103000000004,121.50426100000001,"{'lng': 121.504261, 'lat': 31.178103}",上南十村,世博
2353,2353.0,2353.0,2353.0,2353.0,2353.0,2353.0,2353.0,2353.0,2353.0,浦东,浦东新区济阳三村,31.174288,121.488078,"{'lng': 121.488078, 'lat': 31.174288}",济阳三村,世博
2354,2354.0,2354.0,2354.0,2354.0,2354.0,2354.0,2354.0,2354.0,2354.0,浦东,浦东新区成山小区,31.177231,121.51868600000002,"{'lng': 121.518686, 'lat': 31.177231}",成山小区,世博
2355,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0,2355.0,浦东,浦东新区逸翠公馆,31.205999,121.528746,"{'lng': 121.528746, 'lat': 31.205999}",逸翠公馆,世博
2356,2356.0,2356.0,2356.0,2356.0,2356.0,2356.0,2356.0,2356.0,2356.0,浦东,浦东新区德州七村,31.171224,121.493402,"{'lng': 121.493402, 'lat': 31.171224}",德州七村,世博
2357,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,2357.0,浦东,浦东新区德州六村,31.171836,121.498484,"{'lng': 121.498484, 'lat': 31.171836}",德州六村,世博
2358,2358.0,2358.0,2358.0,2358.0,2358.0,2358.0,2358.0,2358.0,2358.0,浦东,浦东新区上南二村,31.181362,121.503354,"{'lng': 121.503354, 'lat': 31.181362}",上南二村,世博
2359,2359.0,2359.0,2359.0,2359.0,2359.0,2359.0,2359.0,2359.0,2359.0,浦东,浦东新区都市庭院,31.185824,121.51373000000001,"{'lng': 121.51373, 'lat': 31.185824}",都市庭院,世博
2360,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,2360.0,浦东,浦东新区上南七村,31.179709999999996,121.51031499999999,"{'lng': 121.510315, 'lat': 31.17971}",上南七村,世博
2361,2361.0,2361.0,2361.0,2361.0,2361.0,2361.0,2361.0,2361.0,2361.0,浦东,浦东新区上钢八九村,31.181676,121.497432,"{'lng': 121.497432, 'lat': 31.181676}",上钢八九村,世博
2362,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,2362.0,浦东,浦东新区东明苑,31.188254999999998,121.517501,"{'lng': 121.517501, 'lat': 31.188255}",东明苑,世博
2363,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,浦东,浦东新区上南八村,31.178201,121.50974199999999,"{'lng': 121.509742, 'lat': 31.178201}",上南八村,世博
2364,2364.0,2364.0,2364.0,2364.0,2364.0,2364.0,2364.0,2364.0,2364.0,浦东,浦东新区上南五村,31.185421999999996,121.50681000000002,"{'lng': 121.50681, 'lat': 31.185422}",上南五村,世博
2365,2365.0,2365.0,2365.0,2365.0,2365.0,2365.0,2365.0,2365.0,2365.0,浦东,浦东新区博爱家园,31.190859000000003,121.518254,"{'lng': 121.518254, 'lat': 31.190859}",博爱家园,世博
2366,2366.0,2366.0,2366.0,2366.0,2366.0,2366.0,2366.0,2366.0,2366.0,浦东,浦东新区住友昌盛新苑,31.183559999999996,121.51547099999999,"{'lng': 121.515471, 'lat': 31.18356}",住友昌盛新苑,世博
2367,2367.0,2367.0,2367.0,2367.0,2367.0,2367.0,2367.0,2367.0,2367.0,浦东,浦东新区上南四村,31.177887,121.504006,"{'lng': 121.504006, 'lat': 31.177887}",上南四村,世博
2368,2368.0,2368.0,2368.0,2368.0,2368.0,2368.0,2368.0,2368.0,2368.0,浦东,浦东新区上钢十村,31.181676,121.497432,"{'lng': 121.497432, 'lat': 31.181676}",上钢十村,世博
2369,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,浦东,浦东新区六里二村,31.192264,121.526816,"{'lng': 121.526816, 'lat': 31.192264}",六里二村,世博
2370,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,浦东,浦东新区德西大楼,31.172317,121.490641,"{'lng': 121.490641, 'lat': 31.172317}",德西大楼,世博
2371,2371.0,2371.0,2371.0,2371.0,2371.0,2371.0,2371.0,2371.0,2371.0,浦东,浦东新区新世纪花苑(三期)(浦东),31.181029,121.49069399999999,"{'lng': 121.490694, 'lat': 31.181029}",新世纪花苑(三期)(浦东),世博
2372,2372.0,2372.0,2372.0,2372.0,2372.0,2372.0,2372.0,2372.0,2372.0,浦东,浦东新区昌里花园,31.183002000000002,121.511625,"{'lng': 121.511625, 'lat': 31.183002}",昌里花园,世博
2373,2373.0,2373.0,2373.0,2373.0,2373.0,2373.0,2373.0,2373.0,2373.0,浦东,浦东新区上南花城,31.184351,121.49643999999999,"{'lng': 121.49644, 'lat': 31.184351}",上南花城,世博
2374,2374.0,2374.0,2374.0,2374.0,2374.0,2374.0,2374.0,2374.0,2374.0,浦东,浦东新区上钢三村,31.180603,121.498124,"{'lng': 121.498124, 'lat': 31.180603}",上钢三村,世博
2375,2375.0,2375.0,2375.0,2375.0,2375.0,2375.0,2375.0,2375.0,2375.0,浦东,浦东新区德州四村,31.174219,121.492455,"{'lng': 121.492455, 'lat': 31.174219}",德州四村,世博
2376,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,2376.0,浦东,浦东新区昌里花园(二期),31.183002000000002,121.511625,"{'lng': 121.511625, 'lat': 31.183002}",昌里花园(二期),世博
2377,2377.0,2377.0,2377.0,2377.0,2377.0,2377.0,2377.0,2377.0,2377.0,浦东,浦东新区上南十一村,31.17369,121.505784,"{'lng': 121.505784, 'lat': 31.17369}",上南十一村,世博
2378,2378.0,2378.0,2378.0,2378.0,2378.0,2378.0,2378.0,2378.0,2378.0,浦东,浦东新区昌五小区,31.184865000000002,121.52373300000001,"{'lng': 121.523733, 'lat': 31.184865}",昌五小区,世博
2379,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0,2379.0,浦东,浦东新区上钢一村,31.178431,121.50050800000001,"{'lng': 121.500508, 'lat': 31.178431}",上钢一村,世博
2380,2380.0,2380.0,2380.0,2380.0,2380.0,2380.0,2380.0,2380.0,2380.0,浦东,浦东新区昌里花园(三期),31.183002000000002,121.511625,"{'lng': 121.511625, 'lat': 31.183002}",昌里花园(三期),世博
2381,2381.0,2381.0,2381.0,2381.0,2381.0,2381.0,2381.0,2381.0,2381.0,浦东,浦东新区爵仕悦,31.175175,121.513648,"{'lng': 121.513648, 'lat': 31.175175}",爵仕悦,世博
2382,2382.0,2382.0,2382.0,2382.0,2382.0,2382.0,2382.0,2382.0,2382.0,浦东,浦东新区齐七小区,31.184758000000002,121.517949,"{'lng': 121.517949, 'lat': 31.184758}",齐七小区,世博
2383,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,2383.0,浦东,浦东新区齐锦苑,31.19098,121.527193,"{'lng': 121.527193, 'lat': 31.19098}",齐锦苑,世博
2384,2384.0,2384.0,2384.0,2384.0,2384.0,2384.0,2384.0,2384.0,2384.0,浦东,浦东新区万科金色城品,31.230895,121.638481,"{'lng': 121.638481, 'lat': 31.230895}",万科金色城品,世博
2385,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,2385.0,浦东,浦东新区齐八小区,31.18432,121.52014199999999,"{'lng': 121.520142, 'lat': 31.18432}",齐八小区,世博
2386,2386.0,2386.0,2386.0,2386.0,2386.0,2386.0,2386.0,2386.0,2386.0,浦东,浦东新区德州三村,31.174734,121.49675800000001,"{'lng': 121.496758, 'lat': 31.174734}",德州三村,世博
2387,2387.0,2387.0,2387.0,2387.0,2387.0,2387.0,2387.0,2387.0,2387.0,浦东,浦东新区东盛公寓,31.187901,121.526771,"{'lng': 121.526771, 'lat': 31.187901}",东盛公寓,世博
2388,2388.0,2388.0,2388.0,2388.0,2388.0,2388.0,2388.0,2388.0,2388.0,浦东,浦东新区齐四小区,31.186151000000002,121.52243999999999,"{'lng': 121.52244, 'lat': 31.186151}",齐四小区,世博
2389,2389.0,2389.0,2389.0,2389.0,2389.0,2389.0,2389.0,2389.0,2389.0,浦东,浦东新区上钢四村,31.178686,121.49843899999999,"{'lng': 121.498439, 'lat': 31.178686}",上钢四村,世博
2390,2390.0,2390.0,2390.0,2390.0,2390.0,2390.0,2390.0,2390.0,2390.0,浦东,浦东新区浦虹苑,31.192601,121.52549199999999,"{'lng': 121.525492, 'lat': 31.192601}",浦虹苑,世博
2391,2391.0,2391.0,2391.0,2391.0,2391.0,2391.0,2391.0,2391.0,2391.0,浦东,浦东新区德州大楼,31.230895,121.638481,"{'lng': 121.638481, 'lat': 31.230895}",德州大楼,世博
2392,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,浦东,浦东新区恒大星级公寓,31.175978999999998,121.51907299999999,"{'lng': 121.519073, 'lat': 31.175979}",恒大星级公寓,世博
2393,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,浦东,浦东新区上钢二村,31.181345,121.500487,"{'lng': 121.500487, 'lat': 31.181345}",上钢二村,世博
2394,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,2394.0,浦东,浦东新区雪野家园(公寓),31.190009999999997,121.50693000000001,"{'lng': 121.50693, 'lat': 31.19001}",雪野家园(公寓),世博
2395,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,浦东,浦东新区新昌里公寓,31.181409999999996,121.51758500000001,"{'lng': 121.517585, 'lat': 31.18141}",新昌里公寓,世博
2396,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,浦东,浦东新区上钢五村,31.180172999999996,121.49639199999999,"{'lng': 121.496392, 'lat': 31.180173}",上钢五村,世博
2397,2397.0,2397.0,2397.0,2397.0,2397.0,2397.0,2397.0,2397.0,2397.0,浦东,浦东新区上南花苑(二期),31.186264,121.51033400000001,"{'lng': 121.510334, 'lat': 31.186264}",上南花苑(二期),世博
2398,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,2398.0,浦东,浦东新区耀高大楼,31.177258000000002,121.48755,"{'lng': 121.48755, 'lat': 31.177258}",耀高大楼,世博
2399,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,浦东,浦东新区兴荣家园,31.187659999999997,121.52518700000002,"{'lng': 121.525187, 'lat': 31.18766}",兴荣家园,世博
2400,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,浦东,浦东新区博文园,31.188222999999997,121.508928,"{'lng': 121.508928, 'lat': 31.188223}",博文园,世博
2401,2401.0,2401.0,2401.0,2401.0,2401.0,2401.0,2401.0,2401.0,2401.0,浦东,浦东新区紫竹华庭,31.18325,121.5172,"{'lng': 121.5172, 'lat': 31.18325}",紫竹华庭,世博
2402,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,浦东,浦东新区洪山花苑,31.176161999999998,121.506928,"{'lng': 121.506928, 'lat': 31.176162}",洪山花苑,世博
2403,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,2403.0,浦东,浦东新区上南花苑一期,31.186264,121.51033400000001,"{'lng': 121.510334, 'lat': 31.186264}",上南花苑一期,世博
2404,2404.0,2404.0,2404.0,2404.0,2404.0,2404.0,2404.0,2404.0,2404.0,浦东,浦东新区浦三路732弄,31.19109000000001,121.52446599999999,"{'lng': 121.524466, 'lat': 31.19109}",浦三路732弄,世博
2405,2405.0,2405.0,2405.0,2405.0,2405.0,2405.0,2405.0,2405.0,2405.0,浦东,浦东新区昌里众盛苑,31.183249,121.52535900000001,"{'lng': 121.525359, 'lat': 31.183249}",昌里众盛苑,世博
2406,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,2406.0,浦东,浦东新区红莲小区,31.189107,121.526575,"{'lng': 121.526575, 'lat': 31.189107}",红莲小区,世博
2407,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,2407.0,浦东,浦东新区耀华路210-222号(双),31.182265,121.496149,"{'lng': 121.496149, 'lat': 31.182265}",耀华路210-222号(双),世博
2408,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,松江,松江区翠鑫苑,31.110915999999996,121.18127,"{'lng': 121.18127, 'lat': 31.110916}",翠鑫苑,佘山
2409,2409.0,2409.0,2409.0,2409.0,2409.0,2409.0,2409.0,2409.0,2409.0,松江,松江区江秋新苑(公寓),31.108953999999997,121.17678400000001,"{'lng': 121.176784, 'lat': 31.108954}",江秋新苑(公寓),佘山
2410,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,2410.0,松江,松江区佘山家园,31.134731,121.21774599999999,"{'lng': 121.217746, 'lat': 31.134731}",佘山家园,佘山
2411,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,松江,松江区佘山假日半岛,31.090659000000002,121.238367,"{'lng': 121.238367, 'lat': 31.090659}",佘山假日半岛,佘山
2412,2412.0,2412.0,2412.0,2412.0,2412.0,2412.0,2412.0,2412.0,2412.0,松江,松江区天安别墅,31.100234999999998,121.23938400000002,"{'lng': 121.239384, 'lat': 31.100235}",天安别墅,佘山
2413,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,2413.0,松江,松江区天马高尔夫别墅,31.073976000000002,121.147126,"{'lng': 121.147126, 'lat': 31.073976}",天马高尔夫别墅,佘山
2414,2414.0,2414.0,2414.0,2414.0,2414.0,2414.0,2414.0,2414.0,2414.0,松江,松江区佘山3号,31.119294,121.20613700000001,"{'lng': 121.206137, 'lat': 31.119294}",佘山3号,佘山
2415,2415.0,2415.0,2415.0,2415.0,2415.0,2415.0,2415.0,2415.0,2415.0,松江,松江区佘山花苑,31.102149,121.192903,"{'lng': 121.192903, 'lat': 31.102149}",佘山花苑,佘山
2416,2416.0,2416.0,2416.0,2416.0,2416.0,2416.0,2416.0,2416.0,2416.0,松江,松江区世茂纳米魔幻城,31.06865,121.165426,"{'lng': 121.165426, 'lat': 31.06865}",世茂纳米魔幻城,佘山
2417,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,松江,松江区佘山新苑,31.106908,121.20158400000001,"{'lng': 121.201584, 'lat': 31.106908}",佘山新苑,佘山
