小区名称,区域,已售,楼龄,电梯,地铁,面积,总价1,总价2,总价3,单价1,单价2,单价3
中山公寓,长宁,8,18.25,1.0,1.0,128.24125,892.475,,845.0,6.928725,,8.0484
中山北一路140弄,虹口,6,35.833333333333336,1.0,1.0,37.68666666666667,,279.3333333333333,201.0,,6.697266666666667,5.7429
中山北路2165弄,普陀,5,32.4,0.0,0.0,41.164,192.0,,243.0,4.9613,,5.8079
中山北路2185弄,普陀,15,32.733333333333334,0.0,1.0,44.080000000000005,213.375,312.75,210.0,5.3857,6.00215,5.4745
中山北路255弄,静安,13,32.27272727272727,0.8461538461538461,1.0,37.28692307692308,245.33333333333334,195.0,199.5,5.6358,6.6988,6.18665
中山北路2626弄,普陀,7,45.0,0.0,0.0,46.24142857142857,,303.0,225.5,,6.677,5.27465
中山北路3904弄,普陀,4,25.0,1.0,0.0,54.9275,316.0,220.0,,3.9134,4.6571,
中山北路805弄,静安,17,33.35294117647059,0.35294117647058826,1.0,43.852352941176456,,308.3333333333333,249.33333333333334,,6.8949,6.540433333333333
中山南一路246弄,黄浦,3,41.0,0.0,0.0,36.153333333333336,365.5,,408.0,9.1944,,14.226
中山文化苑(一期),松江,7,9.0,0.0,0.0,78.34714285714287,215.0,228.0,205.0,2.7168,3.6828,3.4629
中山文化苑(二期),松江,7,7.0,1.0,0.0,57.949999999999996,,198.0,193.875,,3.5516,3.5486250000000004
中山新村,徐汇,33,35.90909090909091,0.45454545454545453,1.0,39.948181818181816,245.5,296.375,282.2,6.23245,7.534012499999999,6.383783333333333
中山西路644号,长宁,4,39.0,1.0,0.0,44.5075,172.0,,283.0,4.3293,,5.65165
中岚大楼,普陀,3,24.0,1.0,1.0,132.31333333333333,523.9,648.0,,3.81215,5.3969,
中建溪岸澜庭,嘉定,35,5.575757575757576,1.0,0.0,93.95771428571426,444.7142857142857,418.8,398.1,4.183314285714286,4.36212,4.5367125
中心公馆,奉贤,15,8.0,1.0,0.0,58.32066666666667,118.75,116.5,111.8,2.01505,2.1641,1.791
中心铂庭,静安,40,10.0,1.0,1.0,44.07275,139.32083333333333,224.66666666666666,164.0,3.3788041666666664,4.443099999999999,4.00345
中恒苑,徐汇,18,23.77777777777778,0.2777777777777778,0.0,65.58944444444444,344.2,417.96000000000004,328.1666666666667,4.34684,5.918839999999999,5.78685
中惠广场,浦东,45,12.0,1.0,1.0,57.29466666666665,124.77272727272727,187.5,161.25,2.0108454545454544,3.29554,3.0741749999999994
中房公寓,嘉定,69,13.985507246376812,1.0,1.0,73.52318840579707,276.5625,313.0625,291.64285714285717,3.9290000000000003,4.313854166666666,4.029521428571429
中房森林别墅,闵行,5,13.2,0.0,0.0,465.966,1537.5,1825.0,,3.49275,3.54475,
中房樱桃苑,浦东,7,14.0,1.0,1.0,119.32285714285715,738.0,905.0,925.0,6.476560000000001,6.7553,7.2413
中新家园,浦东,9,20.88888888888889,0.0,1.0,75.58888888888889,609.3333333333334,655.0,694.5,8.038766666666668,8.8006,9.062100000000001
中星恬园,浦东,5,11.0,1.0,1.0,92.04600000000002,,650.0,1325.0,,6.0275,9.4039
中星海上名庭(公寓),普陀,6,16.0,0.5,0.0,98.36833333333334,777.5,723.5,818.0,8.1318,7.3149,7.5692
中星海上名豪苑(一期),嘉定,11,9.0,1.0,0.0,85.59545454545454,365.0,470.0,380.0,4.0265,5.2798,4.7715
中星海上名豪苑(三期),嘉定,38,8.0,1.0,0.0,85.08447368421052,421.5,346.5833333333333,330.88,4.306025,4.522183333333333,3.97149
中星海上名豪苑(四期),嘉定,54,6.0,1.0,0.0,89.04629629629628,390.25,399.1,360.1928571428571,4.394825000000001,4.611076923076923,4.201428571428571
中星海上景庭,浦东,3,14.5,1.0,1.0,135.22,1240.0,,836.0,6.779,,7.2658
中星海兰苑,嘉定,28,11.071428571428571,0.75,0.0,84.49642857142858,330.9166666666667,365.0,270.98,3.57925,4.0992999999999995,3.81898
中星美华邨(公寓),长宁,6,9.0,1.0,1.0,226.15333333333334,1600.0,1880.0,1700.0,6.9809,7.539,7.0668
中星长岛苑,浦东,5,17.0,0.0,1.0,104.186,620.0,668.5,768.0,6.331849999999999,6.81515,5.9535
中星馨恒苑,静安,3,6.0,1.0,1.0,113.53666666666668,550.0,,930.0,6.0821,,5.6781
中梁英伦印象(公寓),宝山,8,8.0,1.0,1.0,74.07124999999999,366.95,,327.0,4.74705,,5.0293
中梅苑,闵行,32,15.375,1.0,0.0,100.25718749999999,526.6428571428571,600.0,586.6666666666666,5.498542857142857,5.923766666666666,5.661333333333333
中汇公寓,黄浦,8,18.0,1.0,0.0,128.84625,992.5,1220.0,1240.0,8.31665,8.6648,8.723849999999999
中汇花园(徐汇),徐汇,4,25.0,1.0,1.0,142.5975,1296.0,1260.0,,8.5494,10.4739,
中江小区,普陀,7,21.0,0.0,1.0,65.64857142857143,342.3333333333333,332.8,436.0,5.821766666666666,6.2545,6.0733
中洲珑悦,浦东,5,5.0,1.0,0.0,121.34,,392.5,376.0,,3.1353999999999997,3.1946
中浩云花园,普陀,32,12.0,1.0,1.0,89.06843749999996,594.3076923076923,663.5714285714286,603.75,6.853653846153848,7.075742857142857,6.8582
中海万锦城(一期),静安,4,10.0,1.0,1.0,107.12,867.5,780.0,820.0,7.35535,8.5913,9.1041
中海万锦城(三期),静安,8,6.0,1.0,1.0,123.72125000000003,961.5,935.5,987.5,7.5288,8.24895,7.9709
中海万锦城(二期),静安,19,8.0,1.0,1.0,74.42736842105263,415.7083333333333,486.6,500.0,6.018691666666666,6.0143,5.2604
中海万锦城(四期),静安,12,9.0,1.0,0.0,71.64166666666667,472.25,445.15000000000003,,6.1867833333333335,6.822416666666666,
中海寰宇天下,闵行,6,5.0,1.0,0.0,118.66666666666667,710.0,745.5,820.0,5.449,6.5626,6.2966
中海御景熙岸(公寓),浦东,56,9.0,0.9285714285714286,0.0,92.59428571428569,416.22,461.5111111111112,424.15,4.974033333333334,5.343444444444444,4.50127
中海瀛台,徐汇,28,11.214285714285714,0.8214285714285714,0.0,122.26642857142858,860.0,935.0,1070.75,6.795799999999999,7.695519999999999,8.785225
中海翡翠湖岸,青浦,10,14.1,0.0,0.0,338.092,1346.142857142857,1488.3333333333333,,3.8915571428571423,4.7144666666666675,
中海锦园,松江,7,5.0,1.0,0.0,89.44000000000001,,285.0,284.96,,3.1699,3.19298
中海馨园,徐汇,17,18.705882352941178,1.0,1.0,116.01294117647059,909.75,992.5,867.6666666666666,7.370212500000001,8.5697,8.495099999999999
中港三村,奉贤,15,28.933333333333334,0.0,0.0,48.214000000000006,,72.89166666666667,77.73333333333333,,1.542325,1.5459333333333334
中港新村,奉贤,7,32.4,0.0,0.0,44.68857142857143,,67.83333333333333,70.0,,1.5085166666666667,1.6348
中漕小区,徐汇,7,31.0,0.5714285714285714,1.0,53.86428571428572,460.0,601.5,515.0,8.9408,10.33445,12.5764
中环一号(一期),宝山,94,10.425531914893616,1.0,0.0,98.43840425531914,539.1766666666666,466.19444444444446,479.69444444444446,5.151666666666667,5.701322222222223,5.012077777777778
中环一号(三期),宝山,28,5.642857142857143,1.0,0.0,100.11750000000002,589.0,647.6666666666666,662.5833333333334,5.627400000000001,6.428566666666668,5.98515
中环一号(二期),宝山,62,7.82258064516129,1.0,0.0,83.10370967741933,539.5,462.89285714285717,478.8,6.032637500000001,6.058342857142856,5.873406666666667
中环一号(五期),宝山,15,7.0,1.0,0.0,104.47933333333334,551.25,695.5600000000001,592.0,5.3449,6.17556,5.739733333333334
中环名品公馆,普陀,11,6.2,1.0,0.0,94.63454545454546,700.0,630.0,720.6,6.9143,7.0636,7.171200000000001
中环国际公寓(一期),宝山,8,8.0,1.0,0.0,105.11625000000001,,500.0,679.36,,6.07,5.75668
中环国际公寓(二期),宝山,27,5.0,1.0,0.0,77.42481481481481,572.5,442.3333333333333,418.38,4.913500000000001,5.773833333333333,5.7651699999999995
中环大厦,普陀,3,16.0,1.0,1.0,46.72333333333333,130.0,179.0,,2.9406,3.7308,
中环家园,普陀,22,16.318181818181817,1.0,1.0,112.69000000000001,667.5,707.1428571428571,750.0,6.247400000000001,6.068814285714287,6.3852
中环明珠,虹口,4,15.0,1.0,1.0,114.315,,929.0,940.0,,8.226849999999999,6.8161
中环滨江大厦,浦东,31,12.0,1.0,0.0,39.02032258064516,109.55217391304348,136.03333333333333,128.0,2.763939130434782,3.6112333333333333,3.4821
中环花苑,普陀,13,13.0,1.0,1.0,109.32461538461537,652.0,664.0,721.5,6.1527,7.053479999999999,6.8369
中环财富杰座,嘉定,4,,1.0,0.0,48.93,133.93333333333334,125.0,,2.6833666666666667,2.7778,
中环锦园,普陀,20,15.0,1.0,0.0,110.2885,623.75,695.25,648.3333333333334,5.6965,6.222037499999999,6.3627
中瑞公寓,徐汇,5,9.0,1.0,1.0,84.47,700.0,670.0,636.0,7.8502,7.7092,7.926349999999999
中皇广场,虹口,3,18.333333333333332,1.0,0.0,91.46999999999998,320.0,727.0,710.0,6.3518,7.6842,5.4861
中祥哥德堡,闵行,8,16.0,1.0,1.0,118.98,,700.7,601.6666666666666,,5.3826,5.210066666666667
中福世福汇,黄浦,9,16.0,1.0,0.0,52.90777777777777,151.66666666666666,271.5,195.0,2.8432,4.7188,5.4822
中福城,黄浦,8,16.75,1.0,1.0,125.53375,1243.3333333333333,905.5,,7.977333333333334,8.721875,
中福大厦,黄浦,8,18.0,1.0,0.0,39.256249999999994,97.38333333333333,156.0,200.0,2.5957833333333333,3.996,4.0462
中福花苑,黄浦,86,17.0,1.0,1.0,49.190348837209314,449.7153846153846,486.64000000000004,390.2105263157895,8.366446153846153,9.578893333333331,9.047836842105264
中科大学村,浦东,5,13.2,0.0,0.0,213.098,1196.9,,1180.0,5.18215,,6.0177
中科小区(长宁),长宁,5,36.6,0.0,0.0,69.69000000000001,,377.5,485.0,,6.1199,6.3791
中科新苑,徐汇,6,28.666666666666668,0.0,1.0,34.58833333333333,99.0,326.5,242.0,8.3264,9.646799999999999,8.9102
中粮南桥半岛,奉贤,7,6.0,0.7142857142857143,0.0,111.57571428571428,250.0,412.75,,1.9835,3.8507,
中紫小区,长宁,15,25.4,0.9333333333333333,1.0,56.35266666666666,328.2,,310.5,5.7651200000000005,,6.16905
中芯花园(公寓),浦东,39,16.358974358974358,0.717948717948718,1.0,101.39846153846155,495.09375,694.48,570.125,5.269756250000001,5.90448,6.2273625
中茂世纪财富广场,嘉定,15,,1.0,0.0,49.251999999999995,68.75,78.02000000000001,63.0,1.497025,1.55765,1.5366
中虹公寓,虹口,5,21.2,0.2,0.0,93.506,,605.0,490.6666666666667,,5.6774000000000004,5.790633333333333
中虹华苑,嘉定,43,13.976744186046512,0.0,1.0,69.05023255813953,289.0,298.5,288.375,3.7451499999999998,4.338869230769231,4.2191
中虹家园,浦东,144,9.0,1.0,0.0,64.43416666666663,247.78571428571428,279.3617647058823,255.83333333333334,3.809852380952382,4.435067647058823,3.983844444444445
中虹汇之苑,徐汇,3,15.0,1.0,1.0,122.51666666666665,888.0,927.9,,8.259,8.6696,
中虹翡翠园,虹口,5,17.0,1.0,0.0,121.84,,870.6666666666666,1160.0,,7.128899999999999,6.6154
中虹花园丽都苑,虹口,4,18.0,1.0,0.0,108.49000000000001,730.0,745.0,795.0,6.4312,7.3313,7.2372
中行小区,静安,16,32.083333333333336,0.0625,1.0,36.8975,235.16666666666666,364.75,,8.747016666666665,8.243375,
中轩丽苑,杨浦,5,15.4,1.0,1.0,99.132,583.0,,734.3333333333334,6.0958,,7.162266666666667
中远两湾城,普陀,314,16.300330033003302,1.0,1.0,105.5911551155116,731.3280487804878,720.7235294117647,616.3661971830986,6.60498292682927,6.877252941176472,6.467067605633803
中通大厦,杨浦,3,23.0,1.0,0.0,72.07333333333334,,215.0,227.0,,2.7174,2.8691
中邦城市,浦东,27,12.851851851851851,1.0,0.0,116.08703703703705,580.5,456.34,590.7142857142857,4.6824,5.08728,5.068585714285715
中邦城市园,浦东,13,6.0,1.0,0.0,80.51846153846154,390.0,370.0,298.0,4.7388,4.7213666666666665,4.768
中金海棠湾(公寓),浦东,23,8.0,0.9130434782608695,0.0,120.8943478260869,418.0,519.0,474.6666666666667,3.4503,4.492033333333333,4.134844444444444
中阳小区,长宁,18,28.333333333333332,0.3333333333333333,1.0,41.306111111111115,314.6666666666667,289.4,264.5,6.592266666666667,7.46815,6.1813714285714285
中鹰黑森林,普陀,26,11.23076923076923,1.0,0.0,159.86384615384617,1095.923076923077,1091.375,,6.951415384615386,8.058775,
中鼎豪园,普陀,25,14.76,1.0,0.0,111.9776,619.25,641.3333333333334,552.4499999999999,5.14475,5.298333333333333,5.528449999999999
丰三小区,徐汇,11,26.272727272727273,0.0,0.0,55.39727272727273,398.3333333333333,282.5,483.0,6.3737666666666675,6.8322,6.1868
丰庄一村,嘉定,45,24.755555555555556,0.0,0.0,62.41222222222222,259.0625,291.7083333333333,279.0,4.184150000000001,4.5825000000000005,4.3346
丰庄二村,嘉定,26,23.923076923076923,0.0,0.0,60.67576923076923,280.3333333333333,213.475,225.25,4.227833333333334,4.18025,3.9265
丰庄六街坊,嘉定,3,21.0,0.0,0.375,54.46,265.0,,255.5,4.417299999999999,,4.2435
丰庄六街坊,普陀,5,21.0,0.0,0.375,54.46,265.0,,255.5,4.417299999999999,,4.2435
丰庄十三街坊,嘉定,3,21.333333333333332,0.0,1.0,65.92,285.0,327.0,,4.3235,4.9606,
丰庄十二街坊,嘉定,126,23.246031746031747,0.0,1.0,59.584841269841284,248.615,270.351724137931,293.3529411764706,4.140254999999999,4.7784517241379305,4.443223529411766
丰庄十四街坊,嘉定,89,22.790697674418606,0.0,1.0,62.09617977528088,253.775,276.69444444444446,288.05,4.286175,4.693155555555555,4.558483333333333
丰庄四村,嘉定,30,24.0,0.0,0.0,59.05666666666668,240.7,291.3333333333333,257.93333333333334,4.018315384615384,4.683666666666666,4.412966666666667
丰怡苑,浦东,22,14.0,0.0,1.0,73.80136363636365,280.42857142857144,286.5,249.4,3.5116142857142854,4.11075,3.78254
丰景湾名邸,虹口,9,13.0,1.0,0.0,77.66777777777777,575.0,401.0,583.75,6.9977,6.805833333333333,6.4571000000000005
丰水宝邸(东苑),宝山,37,15.0,0.21621621621621623,0.0,71.9572972972973,272.9,276.40909090909093,252.45,3.6557000000000004,3.9956363636363643,3.61686
丰水宝邸(西苑),宝山,58,14.0,1.0,0.0,76.58431034482761,283.0,299.8125,264.19444444444446,3.828,3.90005,3.481266666666666
丰翔新城,嘉定,5,11.0,1.0,0.0,85.76162790697673,267.32142857142856,292.42727272727274,304.8142857142857,3.105814285714285,3.6625,3.2713285714285716
丰翔新城,宝山,38,11.0,1.0,0.0,85.76162790697673,267.32142857142856,292.42727272727274,304.8142857142857,3.105814285714285,3.6625,3.2713285714285716
丰舍东苑,浦东,38,15.0,0.0,1.0,71.6907894736842,288.0625,351.5625,304.8888888888889,4.4720875,4.7678,4.239666666666667
丰舍西苑,浦东,30,16.666666666666668,0.0,0.0,70.24666666666667,274.25,302.54,243.75,3.96575,4.38493,4.39635
丰镇小区,虹口,4,31.5,0.0,1.0,54.6825,300.0,364.0,178.0,5.7949,5.719799999999999,4.4769
临丰小区,浦东,13,26.846153846153847,0.0,0.0,66.42153846153847,228.35,248.0,228.29999999999998,3.38,3.7399,3.4869000000000003
临园小区,浦东,9,37.0,0.0,1.0,60.19222222222223,215.0,253.5,156.5,3.7621,3.9816249999999997,4.1098
临江三村,宝山,7,,0.0,0.0,54.11428571428571,205.0,262.5,227.5,3.8256,4.56205,4.4017
临江四村,宝山,3,30.0,0.0,0.0,49.42333333333334,221.0,,200.0,4.673450000000001,,3.8212
临江豪园,徐汇,3,13.0,1.0,0.0,121.28666666666668,790.0,1180.0,,7.6909,9.04685,
临汾名城,静安,36,14.085714285714285,0.9444444444444444,0.0,100.5747222222222,585.4615384615385,560.0,584.25,5.8265,6.292928571428571,5.7044749999999995
临汾小区,静安,12,32.5,0.0,0.0,46.909166666666664,245.0,239.25,214.425,4.9135,5.51975,4.8448
临汾花园,静安,24,22.136363636363637,0.16666666666666666,0.0,78.91333333333333,337.75,431.2857142857143,298.5,4.675199999999999,5.263271428571429,4.3428
临汾路1105弄,静安,3,33.0,0.0,1.0,38.44333333333333,,208.0,178.5,,5.43075,4.6388
临汾路1231弄,静安,15,26.733333333333334,0.0,1.0,43.652666666666654,232.1,219.83333333333334,205.7,5.161300000000001,4.9874,4.73948
临汾路1244弄,静安,7,25.142857142857142,0.0,1.0,72.5457142857143,300.0,421.0,335.0,4.3309,4.5318,4.8174
临汾路1320弄,静安,6,25.0,0.0,0.0,39.25,144.5,181.5,214.33333333333334,4.4503,5.18525,4.759033333333333
临汾路1515弄,静安,16,24.1875,0.0,0.0,48.014375,226.91666666666666,298.6666666666667,191.33333333333334,4.610766666666668,5.3173,4.454566666666666
临汾路1564弄,静安,20,24.8,0.0,0.0,49.08850000000001,245.0,220.07142857142858,251.0,4.81115,5.018628571428572,4.73236
临汾路1565弄,静安,19,25.736842105263158,0.0,0.0,52.23684210526315,248.75,230.83333333333334,204.0,4.23175,5.164533333333333,4.812775
临汾路828弄,静安,3,27.0,0.0,1.0,48.77333333333333,204.0,250.0,,4.5066,4.6486,
临沂一村,浦东,23,34.78260869565217,0.0,1.0,42.39478260869566,213.0,254.0,211.33846153846156,5.4926,6.45495,4.979992307692307
临沂七村,浦东,58,29.913793103448278,0.0,1.0,43.314827586206896,226.83333333333334,266.75,234.775,5.4007000000000005,6.001627272727273,5.5315916666666665
临沂三村,浦东,46,32.891304347826086,0.06521739130434782,1.0,42.92021739130435,211.75,270.7111111111111,226.87058823529412,5.546499999999999,5.709122222222222,5.330641176470588
临沂二村,浦东,21,33.333333333333336,0.0,1.0,38.602380952380955,200.0,234.07142857142858,205.1875,5.4055,6.191742857142857,5.1996375
临沂五村,浦东,22,29.181818181818183,0.0,1.0,45.57727272727273,328.0,254.66666666666666,236.75,6.3715,5.792833333333333,5.308533333333333
临沂八村,浦东,54,31.444444444444443,0.0,1.0,47.27666666666667,319.0,280.5066666666667,256.85714285714283,5.6636,5.906373333333333,5.411728571428571
临沂六村,浦东,93,28.692307692307693,0.0,1.0,44.037526881720424,247.33333333333334,256.91200000000003,245.51785714285714,5.407183333333333,6.005735999999998,5.259185714285714
临沂大楼,浦东,8,26.875,1.0,1.0,72.00999999999999,408.0,415.0,439.75,5.4935,5.5858,6.0598
临河小区,浦东,22,27.0,0.0,1.0,59.24545454545455,235.83333333333334,250.0,210.6,4.1040833333333335,4.136875,3.60036
临港家园,浦东,7,13.0,0.0,0.0,89.68571428571428,,207.26666666666665,182.5,,2.384766666666667,1.93685
临港海滨国际花园,浦东,18,9.0,0.9444444444444444,0.0,85.4011111111111,159.75,201.76,188.33333333333334,1.93765,2.33462,2.0341666666666662
临潼苑,虹口,4,17.0,0.0,1.0,156.3075,860.0,916.0,,5.2571,6.8125,
丹桂佳苑,浦东,32,11.84375,0.0,0.0,63.51875,181.5,192.19,178.9333333333333,3.318233333333333,3.26984,2.3912999999999998
丹桂南苑,闵行,6,21.0,0.0,1.0,99.96666666666665,483.0,455.0,442.0,3.9148,4.9684,4.8044
丹桂花园,闵行,25,23.8,0.0,1.0,77.036,345.40909090909093,362.75,330.5,4.637199999999999,5.04945,4.9617
丹江新苑,杨浦,6,17.0,0.5,0.0,68.07166666666667,416.0,439.5,527.5,7.6556,8.088,6.033799999999999
丽丽小区,黄浦,4,33.5,0.0,1.0,40.3325,370.0,,313.0,7.0827,,8.7504
丽和苑,普陀,9,16.11111111111111,0.7777777777777778,1.0,75.33666666666666,438.0,428.375,525.0,5.7579,5.801325,5.9484
丽园公寓,黄浦,4,21.5,1.0,1.0,106.0675,675.0,726.5,,5.9742999999999995,7.437049999999999,
丽园新村,黄浦,37,37.03125,0.2702702702702703,1.0,32.74054054054054,166.8,290.8125,308.6666666666667,7.79818,8.402362499999999,7.672177777777778
丽园路1032弄,黄浦,6,37.5,0.0,1.0,42.92166666666666,403.3333333333333,298.6666666666667,,7.851266666666667,8.6566,
丽园路514弄,黄浦,12,26.0,1.0,1.0,44.10333333333333,311.92857142857144,325.0,,7.228371428571429,8.0947,
丽园路574弄,黄浦,7,33.42857142857143,0.8571428571428571,1.0,43.05571428571428,245.66666666666666,295.0,390.0,6.1735,8.8722,8.3245
丽园路640号,黄浦,3,35.0,0.0,0.0,44.300000000000004,345.0,,316.5,6.6939,,7.73515
丽园路694弄,黄浦,3,34.0,1.0,1.0,43.79333333333333,468.0,510.0,,8.9759,9.7814,
丽景公寓,嘉定,5,24.0,0.0,0.0,75.506,,205.0,194.8,,3.1813,2.9709
丽景新苑,嘉定,49,21.387755102040817,0.6938775510204082,1.0,65.8895918367347,265.8181818181818,300.6666666666667,310.6666666666667,4.433809090909091,4.930000000000001,5.0619000000000005
丽景翠庭,宝山,17,11.705882352941176,0.7647058823529411,1.0,89.5823529411765,299.0,362.2,260.0,3.2437199999999997,4.07902,3.0233
丽景花园,宝山,8,13.0,1.0,0.0,89.48875000000001,310.0,355.5,,3.4224,4.1634,
丽景苑,松江,11,13.0,1.0,1.0,118.36363636363636,416.75,525.0,,3.4823250000000003,4.0717,
丽水华庭,松江,33,17.074074074074073,0.0,0.0,170.76636363636362,501.7857142857143,612.25,615.98,2.910421428571428,3.9278999999999997,3.531440000000001
丽水湾,奉贤,44,14.0,0.0,0.0,94.40727272727273,138.5,169.5,143.875,1.3464714285714285,1.923286363636364,1.694725
丽水豪庭,松江,25,14.0,0.76,0.0,103.67560000000002,262.29,317.5,282.8,2.83185,3.2340750000000003,2.8750166666666668
丽江佳苑,嘉定,17,9.0,1.0,0.0,76.41588235294118,279.5,235.0,287.6666666666667,3.8425249999999997,3.90865,3.8305333333333333
丽江锦庭,浦东,9,,1.0,1.0,67.24666666666667,80.0,189.0,515.0,1.7018499999999999,3.0002333333333335,4.3645
丽泽兰馨苑,浦东,50,12.0,0.0,0.0,77.69400000000002,146.28571428571428,165.66666666666666,141.95,1.8739714285714284,2.193093333333333,1.9560357142857143
丽泽梅傲苑,浦东,37,9.0,0.4864864864864865,0.0,81.87243243243242,181.0,183.85714285714286,136.6153846153846,1.8863666666666665,2.033857142857143,2.0290461538461537
丽泽荷亭苑,浦东,83,11.0,0.0,0.0,82.03915662650603,132.04666666666668,168.17000000000002,151.1888888888889,1.6537933333333332,2.218515,1.8591666666666669
丽泽菊清苑,浦东,45,10.0,0.5555555555555556,0.0,79.10711111111114,124.75,170.05454545454543,145.61111111111111,1.59115,2.2161090909090913,1.9288888888888893
丽茵别墅,松江,3,18.333333333333332,0.0,0.0,316.43,830.0,,1270.0,2.6874,,3.7468
丽都华庭,浦东,63,6.0,0.9841269841269841,0.0,88.05825396825392,173.57999999999998,245.25,227.19444444444446,2.0188099999999998,2.744828571428571,2.402372222222222
丽都城假日景苑,闵行,42,11.0,0.38095238095238093,1.0,93.72309523809524,432.2083333333333,391.90909090909093,413.8833333333334,4.554866666666666,4.720718181818182,4.56595
丽都大厦,黄浦,17,19.0,1.0,1.0,99.76588235294119,281.8230769230769,379.0,,2.950669230769231,3.8530500000000005,
丽都家园,浦东,3,17.0,0.0,0.0,102.99333333333334,343.0,,315.0,3.721,,3.4807
丽都成品,浦东,23,15.0,1.0,1.0,78.6291304347826,475.77777777777777,573.5,396.6666666666667,5.816088888888888,6.018033333333334,6.0196000000000005
丽都新贵,静安,13,15.0,1.0,1.0,83.16230769230768,378.85714285714283,364.5,405.0,4.2471000000000005,5.05165,4.75155
丽锦小区,徐汇,7,25.0,1.0,1.0,83.11285714285714,429.25,,557.5,5.303575,,6.4982500000000005
久业家苑,虹口,4,20.0,0.0,0.0,97.47500000000001,600.0,578.0,422.0,5.2745,6.56,6.2845
久乐苑,静安,6,22.0,0.3333333333333333,1.0,93.5,570.0,580.0,,5.9301,6.3919,
久事西郊花园,青浦,10,22.6,0.0,1.0,217.1,811.3333333333334,1490.0,,4.204416666666666,5.767,
久千公寓,宝山,21,24.4,0.3333333333333333,1.0,57.51952380952381,291.7,299.125,272.9,4.5042,5.204575,4.58392
久华佳苑,宝山,3,14.333333333333334,1.0,1.0,99.09333333333332,576.75,665.0,,5.81935,6.7193,
久安小区,徐汇,6,40.0,0.16666666666666666,0.0,40.49166666666667,,508.3333333333333,559.5,,12.651666666666666,13.838049999999999
久欣公寓,静安,5,23.8,0.2,1.0,104.80199999999999,540.0,558.5,710.0,4.6305,6.062749999999999,6.0819
久耕小区,虹口,22,31.526315789473685,0.7272727272727273,1.0,52.36136363636364,296.33125,377.1666666666667,,5.885300000000001,6.97195,
久阳文华府邸(公寓),松江,53,13.433962264150944,0.8301886792452831,0.0,89.85867924528306,274.1166666666667,234.0,363.3888888888889,2.819666666666666,3.5616571428571433,3.3482111111111106
久阳滨江公寓,浦东,13,14.0,1.0,1.0,72.46307692307693,439.0,478.625,492.0,5.790399999999999,6.657125000000001,6.812425
义王路101弄,浦东,4,36.0,0.0,1.0,42.1775,137.16666666666666,,208.0,3.5771333333333337,,3.7654
乌中小区,徐汇,12,29.333333333333332,0.9166666666666666,1.0,54.42583333333332,440.75,520.0,426.5,7.6792,9.9161,8.52575
乐业一村,宝山,32,26.0,0.0,1.0,54.74718749999999,211.25,199.4375,165.32142857142858,3.5769499999999996,3.7339375,3.1726571428571426
乐业二村,宝山,11,25.0,0.0,1.0,53.60818181818181,199.0,188.5,181.21428571428572,3.6077,3.4946,3.2774428571428564
乐业五村,宝山,70,23.642857142857142,0.0,0.0,59.1607142857143,167.05555555555554,208.32857142857142,187.97826086956522,3.0645555555555557,3.6029000000000004,3.160034782608696
乐业公寓,静安,4,21.0,0.75,1.0,83.785,435.0,552.5,490.0,5.0735,6.55225,6.0607
乐山一村,徐汇,13,28.692307692307693,0.6923076923076923,1.0,66.21615384615386,262.5,620.0,499.5,7.4213000000000005,8.2877,7.449199999999999
乐山二村,徐汇,14,31.142857142857142,1.0,1.0,47.70357142857143,339.25,390.0,360.0,7.0855,8.1454,7.51885
乐山八九村,徐汇,25,29.4375,0.56,1.0,55.57680000000001,461.42857142857144,363.6,376.6666666666667,7.114128571428571,8.24164,7.3823333333333325
乐山六七村,徐汇,37,32.0,1.0,1.0,43.089729729729726,296.2,336.49,344.2,7.220479999999999,8.00798,7.437570000000001
乐山四五村,徐汇,28,30.653846153846153,0.75,1.0,39.82964285714287,328.8,301.9,324.6666666666667,7.40142,8.38522,7.567733333333334
乐山大楼,徐汇,12,27.833333333333332,1.0,1.0,62.41166666666666,467.0,494.4,456.6666666666667,7.605575,8.37345,7.339700000000001
乐康苑,奉贤,41,11.75609756097561,0.0,0.0,100.07780487804877,235.42857142857142,242.58333333333334,234.2111111111111,2.3192285714285714,2.8250499999999996,2.447655555555555
乐怡苑(奉贤),奉贤,7,11.0,0.0,0.0,96.57571428571428,130.0,,142.6,1.3675,,1.4797333333333331
乐怡苑(普陀),普陀,10,29.4,0.8,1.0,43.484,227.7,280.0,210.0,5.53735,5.911,5.9323
乐活居,普陀,30,9.1,1.0,1.0,63.38866666666667,553.7222222222222,620.6,587.5714285714286,8.82871111111111,9.691840000000003,9.178342857142857
乐源城C区,浦东,6,14.0,0.0,0.0,93.90166666666666,,257.5,260.0,,2.9309333333333334,2.0968
乐非天地,浦东,13,,1.0,0.0,49.19538461538461,141.92222222222222,159.66666666666666,,2.947622222222222,3.2230666666666665,
乔爱别墅,松江,4,19.5,0.0,0.0,287.9425,1216.6666666666667,,1215.0,4.165233333333333,,4.4957
九亭明珠苑(公寓),松江,27,15.037037037037036,0.8518518518518519,0.0,105.09555555555553,358.77272727272725,,270.92857142857144,3.3806181818181815,,3.7577571428571432
