小区名称,区域,已售,楼龄,电梯,地铁,面积,总价1,总价2,总价3,单价1,单价2,单价3
三兴大楼,静安,8,27.25,1.0,1.0,58.26,277.0,386.7142857142857,,5.8145,6.5493999999999994,
三兴小区,静安,3,27.0,1.0,1.0,34.00333333333334,230.0,,203.5,6.5193,,6.073650000000001
三兴苑,虹口,11,16.0,0.0,1.0,57.72454545454545,330.0,391.0,327.5,7.0846,5.9683,5.47182
三和花园,静安,12,24.0,1.0,1.0,119.79,961.5,1051.8333333333333,,7.45515,8.101116666666668,
三明花园,闵行,20,23.2,0.0,0.0,81.86250000000001,269.14285714285717,322.5,314.9,3.321314285714286,4.043374999999999,3.5846400000000003
三星苑,松江,10,13.9,0.0,0.0,80.061,219.66666666666666,229.25,280.0,2.58795,3.6010999999999997,2.8866
三春汇秀苑,闵行,4,13.5,1.0,0.0,81.55,,498.0,331.0,,4.5798,4.659133333333333
三林世博家园(东书房路390弄),浦东,49,14.0,0.5714285714285714,0.0,74.10673469387756,312.0,365.625,382.9166666666667,4.516455555555556,5.3703625,4.8893
三林世博家园(东书房路560弄),浦东,44,14.0,0.6363636363636364,0.0,72.02931818181817,349.76,413.1111111111111,390.76666666666665,5.30898,5.622966666666667,5.079166666666666
三林世博家园(大道站路94弄),浦东,109,14.009174311926605,0.22018348623853212,0.0,75.98944954128437,380.38148148148144,362.6818181818182,345.2625,4.742488888888888,5.288400000000001,4.838625
三林世博家园(新浦路199弄),浦东,10,14.0,0.5,0.0,65.59299999999999,243.5,451.25,267.5,4.3908000000000005,5.5697,4.8607
三林世博家园(新浦路251弄),浦东,14,14.0,0.2857142857142857,0.0,75.79071428571429,373.8333333333333,418.0,412.6,4.932266666666667,5.5943,5.19572
三林世博家园(新浦路91弄),浦东,7,14.0,0.5714285714285714,0.0,81.61571428571428,,447.3333333333333,379.0,,5.2198,4.6841
三林世博家园(板泉路2000弄),浦东,27,14.0,0.18518518518518517,0.0,68.41666666666667,339.5833333333333,385.1666666666667,333.4375,4.9639,5.638566666666667,5.0611125
三林世博家园(板泉路2101弄),浦东,20,14.0,0.15,0.0,75.1455,422.5,412.0,385.57142857142856,4.9629,5.531325000000001,5.058871428571429
三林安居苑,浦东,95,22.0,0.021052631578947368,1.0,63.02147368421055,322.9,345.8888888888889,325.5296296296296,5.190046153846153,5.605638888888889,5.199481481481481
三林新村(永泰路136弄),浦东,16,8.0,1.0,0.0,73.083125,348.0,453.0,296.0,4.881683333333333,5.752199999999999,4.65715
三林新村(永泰路258弄),浦东,16,8.0,1.0,1.0,75.79187499999998,366.3333333333333,379.1666666666667,392.5,4.947216666666667,5.909666666666666,5.3292
三林新村(永泰路468弄),浦东,20,11.0,1.0,1.0,80.5385,443.0,426.12857142857143,414.2,5.084275,5.2842142857142855,5.08714
三林苑,浦东,41,25.0,0.0,1.0,68.23682926829268,318.3,358.1,344.22222222222223,4.96781,5.281760000000001,4.83151111111111
三江小区,徐汇,62,25.92982456140351,0.03225806451612903,1.0,45.08435483870964,305.22727272727275,400.09090909090907,362.02727272727276,7.088709090909091,8.827845454545454,9.968499999999999
三泉公寓,静安,9,21.444444444444443,0.0,0.0,78.78444444444445,395.0,456.6666666666667,395.0,5.8062000000000005,5.579149999999999,5.1293
三泉安居苑,静安,9,23.333333333333332,0.3333333333333333,1.0,61.974444444444444,388.0,347.2,246.0,4.9046,5.577540000000001,4.51975
三泉家园,静安,13,17.46153846153846,0.15384615384615385,0.0,114.45307692307695,655.5,600.4333333333333,596.6666666666666,4.03485,5.210966666666667,5.460166666666666
三泉路332弄,静安,11,29.727272727272727,0.0,1.0,47.779090909090904,190.75,293.56666666666666,205.0,4.66645,5.1071,4.6549
三泉路510弄,静安,4,28.0,0.0,1.0,42.4425,215.0,209.5,,5.1228,4.97185,
三泉路517弄,静安,10,27.0,0.0,1.0,43.952,214.875,225.4,203.8,4.936575,5.039219999999999,4.9395
三泾北宅小区,长宁,7,31.0,0.14285714285714285,1.0,45.309999999999995,228.0,265.0,330.5,6.0947,8.1917,7.2252
三泾南宅,长宁,19,25.0,1.0,1.0,46.740526315789474,243.4,415.4,283.41999999999996,6.34834,6.9851399999999995,7.451779999999999
三湘世纪花城,杨浦,18,18.444444444444443,0.5555555555555556,1.0,116.63666666666664,644.25,836.4,980.0,6.2636625,6.688220000000001,5.8909
三湘世纪花城三期,杨浦,12,17.0,1.0,1.0,129.1341666666667,804.8,911.5,850.0,6.1484000000000005,6.73005,6.8949
三湘商业广场,松江,3,,1.0,1.0,44.11333333333334,,133.5,119.0,,3.0915,2.587
三湘四季花城,松江,128,12.046875,1.0,1.0,100.63164062499995,424.80645161290323,408.7931034482759,456.74242424242425,3.955035483870967,4.833103448275863,4.393351515151515
三湘四季财富广场,松江,8,8.0,1.0,1.0,58.35624999999999,218.66666666666666,265.5,218.0,3.9046999999999996,4.024,3.5697
三湘未来海岸,杨浦,28,7.0,1.0,1.0,52.1732142857143,222.88000000000002,225.58333333333334,195.0,4.47256,4.191016666666666,3.3796
三湘森林海尚(嘉定),嘉定,15,5.0,0.9333333333333333,0.0,106.658,520.0,441.0,576.0,4.819966666666667,4.9,4.548674999999999
三湘海尚城(公寓),宝山,11,8.0,1.0,0.0,99.02909090909093,566.6,557.5,672.5,5.609820000000001,6.35855,6.339650000000001
三湘盛世花园,宝山,6,14.0,1.0,1.0,109.37166666666667,506.1666666666667,636.6666666666666,,4.894966666666666,5.5209,
三湘青年,松江,8,,1.0,1.0,52.055,121.0,135.0,140.0,2.60445,2.9348,2.5457
三皇桥小区,嘉定,24,35.541666666666664,0.7083333333333334,0.0,57.2725,,161.2,152.83333333333334,,2.9957599999999998,2.629816666666667
三盛颐景园(公寓),松江,44,14.840909090909092,0.3181818181818182,0.0,104.80999999999999,332.4714285714286,428.4,351.7,3.1488964285714287,4.0232,3.3242
三航小区,浦东,6,36.166666666666664,0.0,1.0,52.68166666666667,393.0,312.0,397.0,7.08835,8.0517,7.2276
三花现代城,宝山,50,9.92,1.0,0.0,84.8126,484.45384615384614,518.104347826087,580.0,5.628057692307693,6.387804347826085,6.4524
三花现代城(一期丹桂苑),宝山,31,10.709677419354838,1.0,0.0,87.41354838709678,,525.0,507.0,,5.987,5.997533333333334
三花现代城(三期金兰苑),宝山,37,6.828571428571428,1.0,0.0,81.29756756756755,,453.7,528.0,,6.607375,6.2193615384615395
三花现代城(二期香梅苑),宝山,38,11.297297297297296,1.0,0.0,75.99078947368423,,427.7,396.1666666666667,,6.5582,6.012027777777777
三迪曼哈顿,松江,7,,1.0,0.0,59.62285714285714,,142.0,132.0,,2.6793,2.4906
三鑫花苑,静安,7,20.0,1.0,1.0,145.03285714285715,1049.0,1492.25,1225.0,7.817399999999999,9.26765,8.1374
三门二小区,虹口,10,23.0,0.0,0.0,57.593,276.25,252.25,272.2,4.5768,4.668100000000001,4.47944
三门路11弄,杨浦,9,24.88888888888889,0.0,1.0,53.10111111111111,268.25,329.5,,4.8043,5.6065000000000005,
三门路24弄,杨浦,8,26.0,0.0,1.0,40.1275,243.5,222.5,219.0,5.2927,5.7504,5.374
三门路358弄,杨浦,92,25.08695652173913,0.9565217391304348,1.0,50.86695652173912,232.675,260.8882352941177,260.1060606060606,4.82885,5.184317647058824,4.935857575757575
三门路36弄,杨浦,3,34.0,0.0,1.0,43.346666666666664,230.0,,263.0,5.6002,,5.4907
三门路485弄,宝山,28,23.964285714285715,0.5,0.0,61.21035714285713,334.57142857142856,294.0833333333333,259.0,4.6461428571428565,5.315183333333333,4.71022
三门路489弄,宝山,17,25.0,0.17647058823529413,0.0,51.688823529411756,205.7,244.0,226.44,4.16238,5.09445,4.34578
三门路505弄,宝山,3,21.666666666666668,0.3333333333333333,1.0,93.57333333333334,435.0,400.0,,4.0807,4.5946,
三门路510弄,杨浦,46,26.5,0.6304347826086957,1.0,51.99130434782609,229.45833333333334,268.27777777777777,237.24285714285716,4.725391666666666,5.130999999999999,4.551642857142857
三阳小区,静安,10,32.4,1.0,1.0,44.996,195.66666666666666,282.5,180.0,4.872333333333333,6.7547999999999995,5.3668
上中西路767弄,闵行,9,22.0,0.0,0.0,56.21666666666667,311.0,,345.0,4.2638,,4.9251
上中路100弄,徐汇,3,39.0,0.0,0.0,37.303333333333335,,383.0,379.0,,10.6419,9.983049999999999
上农新村,虹口,18,34.333333333333336,0.0,1.0,40.96222222222223,282.8,354.5,367.46,7.70424,8.823875,8.769380000000002
上南一村,浦东,50,36.88,0.0,1.0,40.23979999999999,223.2,239.33333333333334,228.78125,6.52402,6.507641666666665,6.07999375
上南七村,浦东,34,30.647058823529413,0.0,1.0,45.03852941176471,235.9375,283.25,272.0,5.4082375,5.8549999999999995,5.50908
上南三村,浦东,36,36.457142857142856,0.0,1.0,42.999444444444464,208.33333333333334,210.5,255.38888888888889,5.95268888888889,6.751250000000001,5.460222222222221
上南九村,浦东,47,27.74468085106383,0.3191489361702128,1.0,52.568510638297866,256.8333333333333,343.0,295.17777777777775,5.252766666666667,6.184925,5.6583444444444435
上南二村,浦东,52,36.98076923076923,0.0,1.0,41.800384615384615,226.4,261.4222222222222,250.33125,6.173419999999999,6.506411111111111,5.986056250000001
上南五村,浦东,61,32.967213114754095,0.09836065573770492,1.0,45.58737704918034,268.7142857142857,267.7714285714286,239.22727272727272,6.202671428571428,6.52987142857143,5.6895454545454545
上南八村,浦东,32,34.25,0.0,1.0,43.19625,212.66666666666666,233.20999999999998,262.96666666666664,5.192366666666667,5.96601,5.8267
上南六村,浦东,61,34.0,0.0,1.0,40.64786885245903,222.6916666666667,253.03571428571428,239.15384615384616,5.841358333333333,6.407185714285712,5.710853846153847
上南兰庭苑,浦东,5,20.0,0.0,1.0,81.31800000000001,,363.0,503.75,,6.0815,5.855549999999999
上南十一村,浦东,28,27.357142857142858,0.0,1.0,43.87142857142857,252.54000000000002,251.075,236.2,5.627560000000001,5.821562500000001,5.3785799999999995
上南十二村,浦东,22,26.0,0.0,1.0,45.17545454545455,280.3,284.0,218.25,5.67145,5.665625,5.074859999999999
上南十村,浦东,73,29.26027397260274,0.0,1.0,47.76452054794519,277.8333333333333,296.1578947368421,251.09375,5.8674,5.986063157894736,5.435556250000001
上南四村,浦东,29,38.0,0.0,1.0,36.14896551724138,200.0,264.8,235.34,6.238133333333334,6.6797200000000005,5.74282
上南大厦,浦东,15,22.0,1.0,1.0,75.37533333333333,345.0,360.0,444.8666666666667,5.7838,6.0,5.459844444444444
上南翡翠苑,浦东,8,14.0,0.125,0.875,87.56374999999998,655.0,475.0,556.6666666666666,6.4395500000000006,7.4898,6.8417
上南花城,浦东,9,18.0,1.0,1.0,121.95000000000002,,1016.6666666666666,1012.75,,7.889233333333332,8.219
上南花苑(三期),浦东,13,20.384615384615383,0.15384615384615385,1.0,106.23230769230767,793.75,680.0,675.36,6.704974999999999,7.1837,7.1079799999999995
上南花苑(二期),浦东,6,22.0,0.0,1.0,87.63333333333333,576.5,565.0,,6.9986,6.153633333333333,
上南花苑一期,浦东,3,24.0,0.6666666666666666,1.0,83.95,447.5,560.0,,5.76135,5.802,
上南路3827弄,浦东,3,23.666666666666668,0.0,1.0,58.30666666666667,264.0,,285.5,4.65395,,4.6981
上南路3848弄,浦东,3,24.666666666666668,0.0,1.0,50.09666666666667,242.5,,282.0,5.03815,,5.2849
上园南里,奉贤,6,11.0,0.8333333333333334,0.0,98.20833333333333,499.0,,231.66666666666666,3.32735,,3.1037666666666666
上坤乐城,宝山,10,5.0,1.0,0.0,83.751,261.26666666666665,372.0,206.66666666666666,2.9621999999999997,4.1197,2.5216666666666665
上坤公园天地,宝山,6,,1.0,0.0,52.349999999999994,152.75,199.0,,2.7932249999999996,4.1459,
上城Uptown,长宁,26,17.0,1.0,1.0,138.54423076923075,903.2857142857143,997.2571428571429,1180.0,7.273171428571429,8.796314285714285,6.892175
上外中山大楼,虹口,5,30.0,1.0,1.0,64.322,342.6,,392.0,4.4668,,5.7928
上大东村,静安,32,29.75,0.0625,0.75,51.54687499999999,278.3333333333333,,163.25,4.836666666666667,,4.83135
上大聚丰园,宝山,24,15.958333333333334,0.125,0.0,105.64875,454.2142857142857,429.0,459.75,4.2734,4.64015,4.06275
上大阳光乾和园,宝山,6,12.0,0.3333333333333333,0.0,110.765,417.0,490.0,,3.7752,4.62375,
上大阳光乾宁园,宝山,11,15.0,0.0,1.0,104.78909090909089,484.2,,515.0,4.739333333333334,,4.6721
上大阳光乾恩园,宝山,10,15.9,0.4,1.0,120.28600000000002,509.1666666666667,550.0,493.5,3.8568,4.4438,4.3712
上大阳光乾泽园,宝山,17,16.166666666666668,0.2222222222222222,0.9444444444444444,94.98166666666668,415.0,530.25,356.5,4.4769,4.808625,4.5389
上大阳光乾清园,宝山,22,17.565217391304348,0.0,0.9565217391304348,97.75739130434783,398.5,439.21000000000004,414.1666666666667,4.5141,4.480650000000001,4.321400000000001
上大阳光乾澄园,宝山,3,21.333333333333332,0.0,1.0,71.33,255.0,,394.0,4.6339,,4.917400000000001
上大阳光乾静园,宝山,11,15.0,0.0,1.0,94.72363636363637,,439.0,497.4,,4.951999999999999,4.9318
上大阳光乾龙苑,宝山,18,19.833333333333332,0.0,0.0,71.55222222222221,289.0,296.0,279.6666666666667,3.8549666666666664,4.056625,4.048388888888889
上安大厦,浦东,3,19.666666666666668,1.0,0.0,101.11,435.0,510.0,,3.7272,5.4653,
上尚缘,松江,5,10.0,0.0,0.0,168.55,519.3333333333334,,810.0,3.3309333333333337,,4.2188
上工新村,静安,32,41.5,0.0,0.8125,46.26187499999999,213.89999999999998,260.5,331.5,6.37355,6.8052,6.606650000000001
上影公寓,徐汇,10,32.0,1.0,0.0,56.238,288.0,511.3,483.0,6.9432,9.4082,9.126966666666666
上房金丰苑,浦东,3,17.666666666666668,1.0,0.0,99.18333333333334,573.0,610.0,,5.74195,6.2284,
上泰花苑,浦东,14,22.0,0.0,1.0,72.0942857142857,454.6666666666667,426.8333333333333,,5.710033333333333,6.127616666666666,
